id,title,rating,genre,age,runtime,popularity,score,is_acclaimed,is_panned,budget_efficiency,is_blockbuster,is_indie,director_age_in_movie,director_experience,director_is_acclaimed,director_is_panned,director_budget_efficiency,star_age_in_movie,star_experience,star_is_acclaimed,star_is_panned,star_budget_efficiency
4351,Contraband,R,Action,12,medium,very-high,6.4,False,False,high,False,False,46.0,0,False,False,0.0,35.0,11,True,True,2.281257105013999
4352,Arbitrage,R,Drama,12,medium,high,6.6,False,False,mid,False,False,33.0,0,False,False,0.0,16.0,21,True,True,3.806354935972232
4353,The Man with the Iron Fists,R,Action,12,medium,high,5.4,False,True,mid,False,False,43.0,0,False,False,0.0,41.0,10,True,False,1.994922063187158
4354,Cosmopolis,R,Crime,12,medium,mid,5.1,False,True,low,False,False,69.0,9,True,False,1.1383031807234705,63.0,2,False,False,3.291750175986842
4355,The Campaign,R,Comedy,12,short,very-high,6.1,False,False,mid,False,False,55.0,7,False,False,4.62686674300727,48.0,13,True,True,2.1191912506839503
4356,Frankenweenie,PG,Animation,12,short,very-high,6.9,False,False,mid,False,False,54.0,14,True,False,3.907257339433106,26.0,6,True,True,1.6370385400189786
4357,The Guilt Trip,PG-13,Comedy,12,medium,mid,5.7,False,False,mid,False,False,46.0,3,False,False,7.6242331027777785,45.0,4,False,False,2.015170550357143
4358,Stand Up Guys,R,Comedy,12,medium,high,6.5,False,False,low,False,False,49.0,0,False,False,0.0,41.0,18,True,True,2.132013034542997
4359,Deadfall,R,Crime,12,medium,mid,6.3,False,False,low,False,False,51.0,0,False,False,0.0,70.0,3,True,False,2.086716867442938
4360,The Words,PG-13,Drama,12,medium,high,7.0,False,False,mid,False,True,37.0,0,False,False,0.0,72.0,2,True,False,6.66448903587963
4361,Universal Soldier: Day of Reckoning,R,Action,12,medium,mid,5.0,False,True,low,False,False,46.0,0,False,False,0.0,44.0,17,False,True,4.129900765176783
4362,Promised Land,R,Drama,12,medium,mid,6.6,False,False,low,False,False,60.0,10,True,True,3.6944171998366557,37.0,17,True,False,1.9203525642485288
4363,Beasts of the Southern Wild,PG-13,Adventure,12,medium,high,7.3,False,False,high,False,True,30.0,0,False,False,0.0,52.0,0,False,False,0.0
4364,Red Tails,PG-13,Action,12,long,mid,5.9,False,False,low,False,False,35.0,0,False,False,0.0,42.0,6,True,True,3.0526439988598213
4365,The Cold Light of Day,PG-13,Action,12,medium,mid,4.9,False,True,low,False,False,36.0,0,False,False,0.0,9.0,1,False,False,3.025386893333333
4366,The Apparition,PG-13,Horror,12,short,mid,4.1,False,True,low,False,False,36.0,0,False,False,0.0,44.0,0,False,False,0.0
4367,Lockout,PG-13,Action,12,medium,high,6.1,False,False,mid,False,False,43.0,0,False,False,0.0,29.0,3,True,False,2.0560523722222226
4368,Chasing Mavericks,PG,Biography,12,medium,mid,7.1,False,False,low,False,False,71.0,11,False,True,1.875408220885663,25.0,0,False,False,0.0
4369,One for the Money,PG-13,Action,12,medium,mid,5.3,False,True,low,False,False,39.0,1,False,False,4.45685235,45.0,4,False,False,4.494615187631579
4370,Bachelorette,R,Comedy,12,short,mid,5.3,False,True,high,False,True,32.0,0,False,False,0.0,24.0,10,False,False,1.9541425486639175
4371,Lay the Favorite,R,Comedy,12,medium,mid,4.8,False,True,low,False,False,71.0,6,True,False,1.0955000161197008,34.0,1,False,False,6.219954838709677
4372,Parental Guidance,PG,Comedy,12,medium,mid,6.0,False,False,high,False,False,49.0,4,False,False,3.2052549774475523,30.0,6,True,False,3.205055966623444
4373,The Raven,R,Crime,12,medium,high,6.4,False,False,mid,False,False,45.0,2,True,False,1.9969700277777778,30.0,18,True,False,1.7614755694221824
4374,Liberal Arts,PG-13,Comedy,12,medium,mid,6.7,False,False,low,False,True,38.0,0,False,False,0.0,64.0,0,False,False,0.0
4375,Stolen,R,Action,12,medium,mid,5.5,False,False,low,False,False,51.0,5,False,True,2.66509321620061,46.0,35,True,True,3.32275153421523
4376,Kon-Tiki,PG-13,Adventure,12,medium,mid,7.2,False,False,mid,False,False,40.0,0,False,False,0.0,38.0,0,False,False,0.0
4377,Paranormal Activity 4,R,Horror,12,short,high,4.6,False,True,high,False,True,30.0,0,False,False,0.0,48.0,0,False,False,0.0
4378,Quartet,PG-13,Comedy,12,medium,mid,6.8,False,False,high,False,False,75.0,0,False,False,0.0,32.0,3,False,False,4.2153234469696965
4379,Playing for Keeps,PG-13,Comedy,12,medium,mid,5.7,False,False,low,False,False,45.0,2,True,False,4.3352414,48.0,7,True,True,2.144837537881272
4380,Upside Down,PG-13,Drama,12,medium,high,6.4,False,False,low,False,False,46.0,0,False,False,0.0,78.0,3,False,False,2.3742036123015873
4381,The Odd Life of Timothy Green,PG,Comedy,12,medium,mid,6.6,False,False,mid,False,False,50.0,2,False,False,6.8400210999999995,43.0,3,False,True,1.5262980230882042
4382,Premium Rush,PG-13,Action,12,medium,very-high,6.5,False,False,low,False,False,49.0,3,False,False,1.8130822416666668,34.0,5,True,False,2.9267751895300753
4383,Not Fade Away,R,Drama,12,medium,low,6.0,False,False,low,False,False,67.0,0,False,False,0.0,40.0,0,False,False,0.0
4384,Disconnect,R,Drama,12,medium,high,7.5,True,False,low,False,False,36.0,0,False,False,0.0,31.0,4,False,True,2.8580057209935896
4385,The Pirates! Band of Misfits,PG,Animation,12,short,mid,6.7,False,False,mid,False,False,59.0,1,False,False,4.996323644444445,29.0,11,True,True,7.45354565182468
4386,Chernobyl Diaries,R,Horror,12,short,high,5.0,False,True,high,False,True,32.0,0,False,False,0.0,43.0,0,False,False,0.0
4387,Talaash,Unrated,Crime,12,long,mid,7.2,False,False,low,False,True,40.0,0,False,False,0.0,52.0,0,False,False,0.0
4388,Hope Springs,PG-13,Comedy,12,medium,mid,6.3,False,False,high,False,False,53.0,3,False,False,4.598781087708091,25.0,18,True,False,3.042145876988725
4389,People Like Us,PG-13,Comedy,12,medium,mid,7.1,False,False,low,False,False,39.0,0,False,False,0.0,47.0,2,True,False,1.7485784866666667
4390,Vamps,PG-13,Comedy,12,medium,low,5.2,False,True,low,False,False,58.0,5,False,True,10.83278985372549,63.0,2,False,True,2.7225360833333334
4391,A Thousand Words,PG-13,Comedy,12,medium,mid,5.9,False,False,low,False,False,49.0,7,False,True,1.6738433348214286,32.0,25,True,True,3.597861503496932
4392,Escape from Planet Earth,PG,Animation,12,short,mid,5.9,False,False,mid,False,False,34.0,0,False,False,0.0,36.0,14,False,True,1.9480304491524651
4393,"For a Good Time, Call...",R,Comedy,12,short,mid,6.0,False,False,mid,False,True,33.0,0,False,False,0.0,51.0,0,False,False,0.0
4394,Big Miracle,PG,Biography,12,medium,mid,6.5,False,False,low,False,False,55.0,5,False,True,1.7959951901904763,44.0,12,False,True,2.0486131523103634
4395,What Maisie Knew,R,Drama,12,medium,mid,7.4,True,False,low,False,True,50.0,1,False,False,3.343843,29.0,7,True,False,1.210285915172472
4396,The Devil Inside,R,Horror,12,short,mid,4.2,False,True,high,False,True,42.0,1,False,True,3.8998135714285715,37.0,0,False,False,0.0
4397,Cocktail,Unrated,Comedy,12,long,mid,6.3,False,False,low,False,True,40.0,0,False,False,0.0,52.0,0,False,False,0.0
4398,Fun Size,PG-13,Adventure,12,short,mid,5.4,False,True,low,False,False,36.0,0,False,False,0.0,28.0,0,False,False,0.0
4399,Robot & Frank,PG-13,Comedy,12,short,high,7.1,False,False,mid,False,True,31.0,0,False,False,0.0,42.0,0,False,False,0.0
4400,The Wolf of Wall Street,R,Biography,11,long,very-high,8.2,True,False,high,False,False,71.0,16,True,False,1.9787577351087489,19.0,16,True,False,3.8320619975368038
4401,Iron Man 3,PG-13,Action,11,long,very-high,7.1,False,False,high,True,False,52.0,1,True,False,1.0523432,41.0,13,True,False,2.52599351601715
4402,The Conjuring,R,Horror,11,medium,very-high,7.5,True,False,high,False,False,36.0,4,True,False,38.733059366666666,39.0,2,False,False,36.88157680701754
4403,Prisoners,R,Crime,11,long,very-high,8.1,True,False,mid,False,False,46.0,1,True,False,1.0440585294117648,48.0,8,True,False,2.3539177997576193
4404,Thor: The Dark World,PG-13,Action,11,medium,very-high,6.8,False,False,high,True,False,54.0,0,False,False,0.0,40.0,2,False,True,1.8896807471794872
4405,The Purge,R,Horror,11,short,very-high,5.7,False,False,high,False,True,44.0,0,False,False,0.0,45.0,14,True,False,3.8287985332128684
4406,Grown Ups 2,PG-13,Comedy,11,medium,very-high,5.4,False,True,high,False,False,67.0,11,False,True,3.170545783874475,30.0,23,True,True,2.8039854108479894
4407,Fast & Furious 6,PG-13,Action,11,long,very-high,7.0,False,False,high,True,False,42.0,4,False,False,6.588946879411765,43.0,9,False,False,2.8648321605845934
4408,Gravity,PG-13,Drama,11,medium,very-high,7.7,True,False,high,False,False,52.0,5,True,False,5.335938258145272,47.0,15,False,True,3.452900140556175
4409,About Time,R,Comedy,11,long,very-high,7.8,True,False,high,False,False,57.0,2,True,False,3.4285274274999997,46.0,0,False,False,0.0
4410,The Hobbit: The Desolation of Smaug,PG-13,Adventure,11,long,very-high,7.8,True,False,high,True,False,52.0,9,True,False,4.822284035508293,49.0,2,True,False,0.6391240071428572
4411,Man of Steel,PG-13,Action,11,long,very-high,7.0,False,False,mid,True,False,47.0,5,True,False,3.0444399389774857,30.0,2,False,True,1.9342830216666667
4412,Under the Skin,R,Drama,11,medium,very-high,6.3,False,False,low,False,False,48.0,1,False,False,1.1962746,74.0,7,True,False,2.241434682886045
4413,Only Lovers Left Alive,R,Comedy,11,long,high,7.3,False,False,mid,False,True,60.0,6,True,False,5.735419792640692,30.0,4,True,False,2.536562580357143
4414,Her,R,Drama,11,long,very-high,8.0,True,False,mid,False,False,44.0,3,True,False,1.5017408697975707,29.0,8,True,False,1.9100269760047057
4415,Snowpiercer,R,Action,11,long,very-high,7.1,False,False,mid,False,False,44.0,2,True,False,1.927956592857143,53.0,1,False,False,2.646926957142857
4416,We're the Millers,R,Comedy,11,medium,very-high,7.0,False,False,high,False,False,38.0,1,False,False,8.42116135,39.0,0,False,False,0.0
4417,Kick-Ass 2,R,Action,11,medium,very-high,6.5,False,False,mid,False,False,37.0,2,False,False,17.333889775,32.0,2,True,False,2.5249945166666667
4418,Frozen,PG,Animation,11,medium,very-high,7.4,True,False,high,True,False,55.0,1,False,False,3.447629376923077,38.0,4,False,True,1.8430484503233555
4419,The Great Gatsby,PG-13,Drama,11,long,very-high,7.2,False,False,high,True,False,51.0,3,True,False,5.168015952873563,23.0,16,True,False,3.8320619975368038
4420,American Hustle,R,Crime,11,long,very-high,7.2,False,False,high,False,False,55.0,6,True,False,4.6276396943650795,33.0,15,True,False,2.0628851531594368
4421,The Green Inferno,R,Adventure,11,medium,mid,5.3,False,True,mid,False,True,41.0,3,False,False,13.650274263071895,39.0,0,False,False,0.0
4422,Rush,R,Action,11,long,very-high,8.1,True,False,mid,False,False,59.0,19,True,True,3.716229702179597,39.0,0,False,False,0.0
4423,Monsters University,G,Animation,11,medium,very-high,7.2,False,False,high,True,False,37.0,0,False,False,0.0,24.0,7,True,False,3.4316035828200953
4424,Don Jon,R,Comedy,11,medium,very-high,6.5,False,False,high,False,True,32.0,0,False,False,0.0,35.0,7,True,False,3.0579342013650197
4425,Now You See Me,PG-13,Crime,11,medium,very-high,7.2,False,False,high,False,False,40.0,5,False,False,2.3434067812246036,65.0,4,True,False,4.197547083553605
4426,Oblivion,PG-13,Action,11,long,very-high,7.0,False,False,mid,True,False,39.0,1,False,False,2.3533167764705882,32.0,27,True,True,4.825025261788642
4427,Identity Thief,R,Comedy,11,medium,very-high,5.7,False,False,high,False,False,41.0,2,False,False,4.02339820625,30.0,5,True,True,2.3549655367948716
4428,Star Trek Into Darkness,PG-13,Action,11,long,very-high,7.7,True,False,mid,True,False,47.0,3,True,False,3.476550891111111,51.0,3,True,False,1.4273633869444444
4429,The Hunger Games: Catching Fire,PG-13,Action,11,long,very-high,7.5,True,False,high,True,False,42.0,3,False,False,3.0976752498245617,44.0,3,False,False,6.743208853846155
4430,Homefront,R,Action,11,medium,very-high,6.5,False,False,mid,False,False,48.0,6,False,False,1.0314619785361554,33.0,11,False,True,2.0970665289592354
4431,Movie 43,R,Comedy,11,medium,very-high,4.3,False,True,high,False,True,47.0,2,False,False,0.5123548,23.0,2,True,False,9.021927677499999
4432,World War Z,PG-13,Action,11,medium,very-high,7.0,False,False,mid,True,False,44.0,7,True,False,3.526677612380953,46.0,19,True,False,2.6074224698806185
4433,12 Years a Slave,R,Biography,11,long,very-high,8.1,True,False,high,False,False,44.0,1,False,False,2.942118,25.0,2,False,False,0.8862447285714286
4434,G.I. Joe: Retaliation,PG-13,Action,11,medium,very-high,5.8,False,False,mid,True,False,34.0,2,False,False,6.968817254761905,50.0,10,False,True,2.030721778865393
4435,Dallas Buyers Club,R,Biography,11,medium,very-high,8.0,True,False,high,False,True,50.0,1,False,False,0.8341831142857142,36.0,16,True,True,1.475499861249638
4436,The Secret Life of Walter Mitty,PG,Adventure,11,medium,very-high,7.3,False,False,mid,False,False,48.0,4,False,False,2.3464684314787894,41.0,20,False,True,3.0857772269504444
4437,Pacific Rim,PG-13,Action,11,long,very-high,6.9,False,False,mid,True,False,49.0,7,True,False,1.9132048416903817,44.0,1,False,False,1.17590616
4438,The Croods,PG,Animation,11,medium,very-high,7.2,False,False,high,True,False,44.0,0,False,False,0.0,48.0,36,True,True,3.2442746408044894
4439,This Is the End,R,Comedy,11,medium,very-high,6.6,False,False,high,False,False,31.0,0,False,False,0.0,41.0,3,True,False,2.9508888253882914
4440,The Way Way Back,PG-13,Comedy,11,medium,very-high,7.4,True,False,high,False,True,38.0,0,False,False,0.0,49.0,10,True,True,4.204160154838411
4441,The Internship,PG-13,Comedy,11,medium,very-high,6.3,False,False,mid,False,False,45.0,8,False,False,3.6817999825599745,35.0,6,False,True,4.820013229682539
4442,Elysium,R,Action,11,medium,very-high,6.6,False,False,mid,True,False,34.0,1,True,False,7.029631666666667,51.0,18,True,False,1.8545516106791662
4443,Hansel & Gretel: Witch Hunters,R,Action,11,short,very-high,6.1,False,False,high,False,False,34.0,1,False,False,2.70849625,43.0,4,True,False,2.6014382333333335
4444,Captain Phillips,PG-13,Adventure,11,long,very-high,7.8,True,False,high,False,False,58.0,4,True,False,3.6438920696969697,43.0,31,True,False,4.923328797760869
4445,Evil Dead,R,Horror,11,medium,very-high,6.5,False,False,high,False,False,35.0,0,False,False,0.0,42.0,0,False,False,0.0
4446,White House Down,PG-13,Action,11,long,very-high,6.3,False,False,mid,True,False,58.0,9,False,True,3.5981499630327516,57.0,4,False,False,9.899576017857143
4447,Olympus Has Fallen,R,Action,11,medium,very-high,6.5,False,False,mid,False,False,48.0,7,True,False,1.4830915610285316,24.0,8,True,True,1.987312613503256
4448,Lone Survivor,R,Action,11,long,very-high,7.5,True,False,high,False,False,49.0,6,False,False,1.7061673642090074,33.0,13,True,True,3.0716679180887683
4449,Oz the Great and Powerful,PG,Adventure,11,long,very-high,6.3,False,False,mid,True,False,54.0,13,True,False,2.859117465749311,44.0,3,True,False,2.9508888253882914
4450,Pain & Gain,R,Action,11,long,very-high,6.4,False,False,high,False,False,48.0,9,True,False,4.127287818952617,42.0,13,True,True,3.0716679180887683
4451,Oldboy,R,Action,11,medium,high,5.7,False,False,low,False,False,56.0,15,True,True,4.531757143360972,35.0,2,False,True,0.7048489955920997
4452,Out of the Furnace,R,Action,11,medium,very-high,6.8,False,False,low,False,False,43.0,1,False,False,6.7722237142857145,42.0,15,True,False,2.0628851531594368
4453,Coherence,Unrated,Drama,11,short,very-high,7.2,False,False,mid,False,True,35.0,0,False,False,0.0,45.0,0,False,False,0.0
4454,Ender's Game,PG-13,Action,11,medium,very-high,6.6,False,False,mid,True,False,50.0,2,False,False,1.7356589163636362,39.0,23,True,True,4.339187192974615
4455,Anchorman 2: the Legend Continues,PG-13,Comedy,11,medium,very-high,6.3,False,False,high,False,False,45.0,4,False,False,2.3543942143501324,29.0,14,True,True,2.0466984515749465
4456,The World's End,R,Comedy,11,medium,very-high,7.0,False,False,mid,False,False,39.0,1,True,False,0.8152995666666667,71.0,2,False,False,1.5668003482142858
4457,Stoker,R,Drama,11,medium,very-high,6.8,False,False,mid,False,False,50.0,3,True,False,2.730610394444444,46.0,1,False,False,5.12734108
4458,The Mortal Instruments: City of Bones,PG-13,Action,11,long,very-high,5.9,False,False,mid,False,False,48.0,4,False,True,3.2296045148809527,43.0,1,False,False,2.153159082352941
4459,Mama,PG-13,Other,11,medium,very-high,6.2,False,False,high,False,False,40.0,0,False,False,0.0,24.0,1,True,False,3.3205179
4460,Riddick,R,Action,11,medium,very-high,6.4,False,False,mid,False,False,58.0,5,False,False,1.1368173703706004,24.0,9,False,False,2.8648321605845934
4461,A Good Day to Die Hard,R,Action,11,medium,very-high,5.3,False,True,high,False,False,43.0,4,False,True,2.589677747579365,36.0,31,True,True,2.5621492843577736
4462,Escape Plan,R,Action,11,medium,very-high,6.7,False,False,mid,False,False,53.0,3,False,False,3.5136558851433253,46.0,29,True,True,2.8345937640257977
4463,The Wolverine,PG-13,Action,11,long,very-high,6.7,False,False,high,True,False,50.0,7,True,False,2.741494319289045,58.0,8,True,False,2.3539177997576193
4464,Texas Chainsaw,R,Horror,11,medium,mid,4.8,False,True,mid,False,False,42.0,1,False,False,2.5064181875,67.0,0,False,False,0.0
4465,Despicable Me 2,PG,Animation,11,medium,very-high,7.3,False,False,high,False,False,46.0,1,True,False,7.871217173913044,45.0,10,True,True,4.204160154838411
4466,47 Ronin,PG-13,Action,11,long,very-high,6.3,False,False,low,True,False,33.0,0,False,False,0.0,27.0,20,True,False,2.8296775668279377
4467,Adore,R,Drama,11,medium,mid,6.2,False,False,low,False,False,54.0,1,False,False,2.209258,51.0,8,True,True,2.5042157932912197
4468,Machete Kills,R,Action,11,medium,high,5.6,False,False,low,False,False,45.0,12,False,True,26.80019480199405,49.0,1,False,False,4.332538666666666
4469,Warm Bodies,PG-13,Comedy,11,medium,very-high,6.8,False,False,high,False,False,37.0,2,True,False,2.8332382291666667,45.0,0,False,False,0.0
4470,Percy Jackson: Sea of Monsters,PG,Adventure,11,medium,very-high,5.8,False,False,mid,False,False,41.0,2,False,True,4.2149214285714285,69.0,4,True,False,1.8160459758164644
4471,Blue Jasmine,PG-13,Comedy,11,medium,very-high,7.3,False,False,high,False,False,78.0,28,True,False,1.6677150272413725,24.0,8,True,False,2.3907231824532085
4472,Safe Haven,PG-13,Drama,11,medium,very-high,6.7,False,False,high,False,False,67.0,7,True,False,2.5010549514747096,21.0,1,False,False,0.7922481733333333
4473,Gangster Squad,R,Action,11,medium,very-high,6.7,False,False,mid,False,False,39.0,2,True,False,2.895442157384988,44.0,15,True,True,2.1990169407047677
4474,August: Osage County,R,Comedy,11,long,high,7.2,False,False,mid,False,False,57.0,1,False,False,0.5391333333333334,25.0,19,True,False,3.082526008024406
4475,Locke,R,Drama,11,short,very-high,7.1,False,False,mid,False,True,54.0,0,False,False,0.0,53.0,3,True,False,4.29748608238573
4476,Before Midnight,R,Drama,11,medium,very-high,7.9,True,False,high,False,True,53.0,10,True,False,7.6037202435372775,64.0,14,True,False,3.8287985332128684
4477,Begin Again,R,Comedy,11,medium,very-high,7.4,True,False,high,False,True,41.0,1,True,False,139.57814666666667,36.0,5,True,False,2.305866053625616
4478,Oculus,R,Horror,11,medium,very-high,6.5,False,False,high,False,True,35.0,0,False,False,0.0,43.0,0,False,False,0.0
4479,The Counselor,R,Crime,11,medium,high,5.3,False,True,mid,False,False,76.0,18,True,False,1.9438101343824752,28.0,2,False,False,1.758160333333333
4480,Parker,R,Action,11,medium,very-high,6.2,False,False,mid,False,False,69.0,9,True,False,3.1710412602858544,26.0,11,False,True,2.0970665289592354
4481,The Call,R,Crime,11,medium,very-high,6.7,False,False,high,False,False,49.0,4,True,True,0.8194249833333332,36.0,4,False,True,1.526825627561323
4482,Scary Movie V,PG-13,Comedy,11,short,high,3.5,False,True,high,False,False,43.0,3,False,False,2.2510025627513226,46.0,0,False,False,0.0
4483,R.I.P.D.,PG-13,Action,11,medium,very-high,5.6,False,False,low,True,False,45.0,3,False,False,3.3637688415534654,47.0,5,False,False,5.4211186779649125
4484,Inside Llewyn Davis,R,Comedy,11,medium,very-high,7.5,True,False,mid,False,False,56.0,5,True,False,4.9219080684633205,39.0,0,False,False,0.0
4485,The To Do List,R,Comedy,11,medium,mid,5.8,False,False,mid,False,True,38.0,0,False,False,0.0,37.0,1,False,False,5.899598666666667
4486,Carrie,R,Drama,11,medium,very-high,5.9,False,False,mid,False,False,46.0,2,True,False,3.10941081,34.0,0,False,False,0.0
4487,The Lone Ranger,PG-13,Action,11,long,very-high,6.4,False,False,mid,True,False,49.0,8,True,False,3.2893536051277104,29.0,26,True,False,2.199109772645121
4488,The Host,PG-13,Action,11,long,very-high,5.9,False,False,mid,False,False,49.0,4,True,False,2.026585313611111,16.0,2,False,False,1.2260317606060607
4489,Turbo,PG,Animation,11,medium,high,6.4,False,False,mid,True,False,40.0,0,False,False,0.0,50.0,5,False,False,5.4211186779649125
4490,What If,PG-13,Comedy,11,medium,high,6.8,False,False,low,False,False,40.0,2,False,False,0.5728960217391305,19.0,8,True,False,7.163294368147813
4491,2 Guns,R,Action,11,medium,very-high,6.7,False,False,mid,False,False,47.0,1,False,False,3.85048848,37.0,27,True,False,2.0001077372489666
4492,Enough Said,PG-13,Comedy,11,medium,high,7.0,False,False,high,False,True,53.0,2,False,False,10.759184307692307,24.0,0,False,False,0.0
4493,Side Effects,R,Crime,11,medium,very-high,7.1,False,False,mid,False,False,50.0,20,True,True,3.9027048489402687,59.0,1,False,False,0.001691
4494,The Heat,R,Action,11,medium,very-high,6.6,False,False,high,False,False,51.0,1,False,False,8.87333916923077,52.0,15,False,True,3.452900140556175
4495,Insidious: Chapter 2,PG-13,Horror,11,medium,very-high,6.6,False,False,high,False,True,36.0,4,True,False,38.733059366666666,28.0,2,False,False,36.88157680701754
4496,Redemption,R,Action,11,medium,high,6.2,False,False,low,False,False,54.0,0,False,False,0.0,49.0,11,False,True,2.0970665289592354
4497,Belle,PG,Biography,11,medium,mid,7.3,False,False,mid,False,False,44.0,0,False,False,0.0,40.0,0,False,False,0.0
4498,After Earth,PG-13,Action,11,medium,very-high,4.8,False,True,mid,True,False,43.0,8,True,True,4.587411231592263,46.0,0,False,False,0.0
4499,Lee Daniels' The Butler,PG-13,Biography,11,long,very-high,7.2,False,False,high,False,False,54.0,2,False,False,3.3338310499999997,30.0,2,False,False,0.7735890555555556
4500,Only God Forgives,R,Action,11,medium,very-high,5.7,False,False,mid,False,True,43.0,2,True,False,7.487500671014493,15.0,6,True,False,5.3658095972222215
4501,RED 2,PG-13,Action,11,medium,very-high,6.6,False,False,mid,False,False,61.0,3,False,True,1.453942526825397,52.0,31,True,True,2.5621492843577736
4502,Blood Ties,R,Action,11,long,mid,6.5,False,False,low,False,False,40.0,0,False,False,0.0,33.0,6,False,False,1.115497011605339
4503,Dead Man Down,R,Action,11,medium,high,6.5,False,False,low,False,False,52.0,1,True,False,8.031861538461538,58.0,11,True,False,1.6689786471643744
4504,The Spectacular Now,R,Comedy,11,medium,very-high,7.1,False,False,mid,False,True,35.0,0,False,False,0.0,49.0,0,False,False,0.0
4505,42,PG-13,Biography,11,long,high,7.5,True,False,mid,False,False,52.0,3,False,True,1.302525703448793,37.0,0,False,False,0.0
4506,The Last Stand,R,Action,11,medium,very-high,6.3,False,False,mid,False,False,49.0,1,False,False,4.4261209,26.0,23,True,True,3.9673556904549625
4507,Filth,R,Comedy,11,medium,very-high,7.1,False,False,mid,False,True,41.0,0,False,False,0.0,37.0,3,True,False,5.231625659722222
4508,The Grand Seduction,PG-13,Comedy,11,medium,mid,7.0,False,False,low,False,False,50.0,0,False,False,0.0,66.0,1,False,False,1.1365564
4509,Saving Mr. Banks,PG-13,Biography,11,long,very-high,7.5,True,False,high,False,False,57.0,3,True,False,4.857183858314046,34.0,3,True,False,5.335604507619048
4510,The Book Thief,PG-13,Drama,11,long,very-high,7.5,True,False,high,False,False,51.0,0,False,False,0.0,32.0,0,False,False,0.0
4511,The Hangover Part III,R,Comedy,11,medium,very-high,5.8,False,False,high,True,False,43.0,6,True,False,6.325783817635837,54.0,4,True,False,6.811268648892195
4512,Lovelace,R,Biography,11,medium,mid,6.2,False,False,low,False,False,58.0,0,False,False,0.0,13.0,2,False,False,2.4016754523809523
4513,The Bling Ring,R,Biography,11,medium,high,5.6,False,False,mid,False,True,42.0,4,True,False,8.615999668353174,38.0,0,False,False,0.0
4514,The Family,R,Comedy,11,medium,very-high,6.3,False,False,mid,False,False,54.0,3,True,False,1.6295546623474495,28.0,31,True,True,1.3743032616464417
4515,The Wind Rises,PG-13,Animation,11,long,high,7.8,True,False,high,False,False,72.0,5,True,False,10.313863434899451,18.0,0,False,False,0.0
4516,Life of Crime,R,Comedy,11,medium,mid,5.8,False,False,low,False,False,40.0,0,False,False,0.0,70.0,9,False,False,2.8596693429638913
4517,Beautiful Creatures,PG-13,Drama,11,long,high,6.1,False,False,mid,False,False,54.0,2,True,False,3.639997911904762,53.0,0,False,False,0.0
4518,Joe,R,Crime,11,medium,mid,6.9,False,False,low,False,True,38.0,4,False,False,1.4887406122459734,44.0,36,True,True,3.2442746408044894
4519,Delivery Man,PG-13,Comedy,11,medium,high,6.4,False,False,mid,False,False,43.0,0,False,False,0.0,19.0,6,False,True,4.820013229682539
4520,Grudge Match,PG-13,Comedy,11,medium,high,6.4,False,False,mid,False,False,51.0,7,False,True,2.171128039600933,49.0,31,True,True,1.3743032616464417
4521,Planes,PG,Animation,11,medium,mid,5.7,False,False,high,False,False,55.0,0,False,False,0.0,43.0,0,False,False,0.0
4522,Cloudy with a Chance of Meatballs 2,PG,Animation,11,medium,high,6.4,False,False,high,False,False,43.0,0,False,False,0.0,70.0,0,False,False,0.0
4523,Jack the Giant Slayer,PG-13,Adventure,11,medium,very-high,6.2,False,False,mid,True,False,48.0,6,True,False,2.71945521680295,51.0,0,False,False,0.0
4524,Blue Ruin,R,Crime,11,medium,high,7.1,False,False,mid,False,True,37.0,0,False,False,0.0,35.0,0,False,False,0.0
4525,Epic,PG,Animation,11,medium,very-high,6.7,False,False,mid,False,False,56.0,2,True,False,4.998018430508474,24.0,2,False,False,2.4016754523809523
4526,Dark Skies,PG-13,Horror,11,medium,high,6.3,False,False,high,False,True,48.0,2,False,True,1.9587072467948716,39.0,1,False,False,14.827019333333334
4527,Nebraska,R,Adventure,11,medium,very-high,7.7,True,False,mid,False,False,52.0,5,True,False,3.987555988833333,28.0,0,False,False,0.0
4528,Labor Day,PG-13,Drama,11,medium,mid,6.9,False,False,mid,False,False,36.0,4,True,False,11.404503934551283,37.0,4,True,False,1.6250764972709275
4529,Trance,R,Crime,11,medium,very-high,6.9,False,False,mid,False,False,57.0,6,True,False,7.232275627129629,77.0,3,True,False,5.231625659722222
4530,Broken City,R,Action,11,medium,high,6.2,False,False,low,False,False,41.0,0,False,False,0.0,38.0,13,True,True,3.0716679180887683
4531,The Zero Theorem,R,Comedy,11,medium,mid,6.1,False,False,low,False,True,73.0,9,True,False,2.304635028147628,34.0,0,False,False,0.0
4532,All Is Lost,PG-13,Action,11,medium,high,6.9,False,False,mid,False,True,40.0,1,False,False,5.572582571428572,42.0,11,True,False,3.311515577391107
4533,Anna,R,Drama,11,medium,mid,6.5,False,False,low,False,True,37.0,0,False,False,0.0,57.0,0,False,False,0.0
4534,Third Person,R,Drama,11,long,mid,6.3,False,False,low,False,False,60.0,2,True,False,8.694148875641025,77.0,13,True,True,3.8850334914249633
4535,The Grandmaster,PG-13,Action,11,long,mid,6.6,False,False,mid,False,False,57.0,3,True,False,1.341349981746032,50.0,2,True,False,3.0783037083333333
