director,primaryName,birthYear,deathYear,knownForTitle,profession_1,profession_2
Michael Patrick Jann,Michael Patrick Jann,1970.0,0.0,Drop Dead Gorgeous,director,producer
Kimberly Peirce,Kimberly Peirce,1967.0,0.0,Boys Don't Cry,director,producer
William Malone,William Malone,1953.0,0.0,House on Haunted Hill,director,writer
Jamie Babbit,Jamie Babbit,1970.0,0.0,But I'm a Cheerleader,director,producer
Darren Stein,Darren Stein,1971.0,0.0,Jawbreaker,director,writer
Tony Goldwyn,Tony Goldwyn,1960.0,0.0,Ghost,actor,director
Brian Helgeland,Brian Helgeland,1961.0,0.0,Finestkind,director,writer
Adam Rifkin,Adam Rifkin,1966.0,0.0,The Last Movie Star,writer,director
Lynne Ramsay,Lynne Ramsay,1969.0,0.0,You Were Never Really Here,director,writer
Antonia Bird,Antonia Bird,1951.0,2013.0,Priest,director,producer
David Koepp,David Koepp,1963.0,0.0,Jurassic Park,writer,miscellaneous
Kevin Williamson,Kevin Williamson,1965.0,0.0,Scream,writer,producer
Josef Rusnak,Josef Rusnak,1958.0,0.0,The Thirteenth Floor,director,writer
Mark Pellington,Mark Pellington,1962.0,0.0,Arlington Road,producer,director
John Schultz,John Schultz,1929.0,2023.0,Of Black America,editor,
Luis Mandoki,Luis Mandoki,1954.0,0.0,Innocent Voices,director,producer
Rupert Wainwright,Rupert Wainwright,1962.0,0.0,Stigmata,director,writer
John Bruno,,,,,,
Bruce McCulloch,Bruce McCulloch,1961.0,0.0,The Kids in the Hall,actor,writer
Malcolm D. Lee,Malcolm D. Lee,1970.0,0.0,Girls Trip,writer,director
Mic Rodgers,Mic Rodgers,1954.0,0.0,Hacksaw Ridge,stunts,assistant_director
Risa Bramon Garcia,Risa Bramon Garcia,1956.0,0.0,200 Cigarettes,casting_director,casting_department
Kelly Makin,,,,,,
Rand Ravich,,,,,,
Tim Hill,Tim Hill,1942.0,2006.0,"Love, Lies and Murder",producer,editor
Tim Hill,Tim Hill,1958.0,0.0,SpongeBob SquarePants,writer,producer
Stephan Elliott,Stephan Elliott,1964.0,0.0,"The Adventures of Priscilla, Queen of the Desert",director,writer
Rick Famuyiwa,Rick Famuyiwa,1973.0,0.0,Dope,producer,director
Jeff Franklin,Jeff Franklin,1955.0,0.0,Full House,producer,writer
Gary Halvorson,,,,,,
Michael Corrente,Michael Corrente,1959.0,0.0,Federal Hill,producer,director
Mark Tarlov,Mark Tarlov,1952.0,2021.0,Copycat,producer,director
Takao Okawara,Takao Okawara,1949.0,0.0,Yukai,assistant_director,director
Michael Haigney,Michael Haigney,1956.0,0.0,Pokémon: The First Movie - Mewtwo Strikes Back,actor,miscellaneous
Louis Morneau,,,,,,
Franco Zeffirelli,Franco Zeffirelli,1923.0,2019.0,Romeo and Juliet,miscellaneous,production_designer
Damon Santostefano,,,,,,
Martha Fiennes,Martha Fiennes,1965.0,0.0,Onegin,director,producer
Chris Roberts,Chris Roberts,1944.0,2017.0,"Rudi, benimm dich!",actor,soundtrack
Chris Roberts,Chris Roberts,1968.0,0.0,The Jacket,producer,director
Peter Ho-Sun Chan,Peter Ho-Sun Chan,1962.0,0.0,The Warlords,producer,director
Gary Sinyor,Gary Sinyor,1962.0,0.0,Hapless,producer,director
Michael Rymer,Michael Rymer,1963.0,0.0,Angel Baby,director,producer
Antonio Banderas,Antonio Banderas,1960.0,0.0,The Mask of Zorro,actor,producer
Scott Silver,,,,,,
Mike Barker,Mike Barker,1965.0,0.0,The Handmaid's Tale,director,producer
Mike Barker,Mike Barker,1968.0,0.0,American Dad!,writer,producer
Peter Kassovitz,Peter Kassovitz,1938.0,0.0,Jakob the Liar,director,writer
Jim Fall,Jim Fall,1962.0,0.0,Trick,director,writer
Alison Maclean,Alison Maclean,1958.0,0.0,Jesus' Son,director,writer
Mark Illsley,Mark Illsley,1958.0,0.0,"Happy, Texas",assistant_director,miscellaneous
Mary Harron,Mary Harron,1953.0,0.0,American Psycho,director,producer
David McNally,David McNally,1961.0,0.0,Stargate SG-1,actor,archive_footage
McG,McG,1968.0,0.0,Charlie's Angels: Full Throttle,producer,miscellaneous
Todd Phillips,Todd Phillips,1970.0,0.0,Joker,producer,director
Todd Phillips,Todd Phillips,1964.0,0.0,Femme Fontaine: Killer Babe for the C.I.A.,actor,
Peyton Reed,Peyton Reed,1964.0,0.0,Ant-Man,director,producer
Peter Lord,Peter Lord,1953.0,0.0,The Amazing Adventures of Morph,producer,animation_department
Tarsem Singh,Tarsem Singh,1961.0,0.0,The Fall,director,producer
James Wong,James Wong,1940.0,2004.0,A Chinese Ghost Story,actor,music_department
James Wong,James Wong,1984.0,0.0,The Tiffany and Erin Show: Before They Were Stars,producer,director
Danny Leiner,Danny Leiner,1961.0,2018.0,"Dude, Where's My Car?",director,producer
John Fawcett,John Fawcett,1968.0,0.0,Orphan Black,director,producer
Roger Christian,Roger Christian,1944.0,0.0,Star Wars: Episode IV - A New Hope,art_department,director
Roger Christian,Roger Christian,1934.0,1991.0,Deja Vu,actor,music_department
Stephen Daldry,Stephen Daldry,1960.0,0.0,The Reader,producer,director
Alejandro G. Iñárritu,Alejandro G. Iñárritu,1963.0,0.0,Biutiful,director,producer
Bibo Bergeron,Bibo Bergeron,1965.0,0.0,The Road to El Dorado,art_department,animation_department
Eric Leighton,Eric Leighton,1962.0,0.0,Legend of the Guardians: The Owls of Ga'Hoole,animation_department,visual_effects
Lars von Trier,Lars von Trier,1956.0,0.0,Dancer in the Dark,writer,director
Nancy Meyers,Nancy Meyers,1949.0,0.0,It's Complicated,writer,producer
Steve Carr,,,,,,
Steven Brill,Steven Brill,1962.0,0.0,Adam Sandler: 100% Fresh,writer,producer
Steven Brill,Steven Brill,1950.0,0.0,Court TV News,producer,writer
Ben Younger,Ben Younger,1972.0,0.0,Boiler Room,director,producer
Matt Williams,Matt Williams,1951.0,0.0,Home Improvement,writer,producer
Matt Williams,Matt Williams,1965.0,0.0,Arli$$,actor,archive_footage
Matt Williams,Matt Williams,1981.0,0.0,Overhearing Ron,miscellaneous,
Matt Williams,Matt Williams,1987.0,0.0,Ecstasy,actor,miscellaneous
Matt Williams,Matt Williams,1983.0,0.0,The Black Lake,producer,production_manager
Gina Prince-Bythewood,Gina Prince-Bythewood,1969.0,0.0,Love & Basketball,writer,producer
Tom Dey,Tom Dey,1965.0,0.0,Showtime,director,writer
Patrick Lussier,,,,,,
Antony Hoffman,,,,,,
Courtney Solomon,Courtney Solomon,1971.0,0.0,After,producer,writer
Chris Koch,Chris Koch,1984.0,0.0,Miracle,actor,
Joe Charbanic,,,,,,
Andrzej Bartkowiak,Andrzej Bartkowiak,1950.0,0.0,Romeo Must Die,cinematographer,director
Edward Norton,Edward Norton,1969.0,0.0,Fight Club,actor,producer
Joe Berlinger,Joe Berlinger,1961.0,0.0,Paradise Lost: The Child Murders at Robin Hood Hills,producer,director
Kenneth Lonergan,Kenneth Lonergan,1962.0,0.0,Manchester by the Sea,writer,actor
Diane Keaton,Diane Keaton,1946.0,0.0,Annie Hall,actress,producer
Kris Isacsson,Kris Isacsson,1972.0,0.0,Man About Town,director,writer
Christopher McQuarrie,Christopher McQuarrie,1968.0,0.0,The Usual Suspects,writer,producer
Des McAnuff,Des McAnuff,1952.0,0.0,The Iron Giant,miscellaneous,director
Mathieu Kassovitz,Mathieu Kassovitz,1967.0,0.0,Amélie,actor,director
E. Elias Merhige,E. Elias Merhige,1964.0,0.0,Shadow of the Vampire,director,writer
Britt Allcroft,Britt Allcroft,1943.0,0.0,Thomas & Friends,writer,producer
Bonnie Hunt,Bonnie Hunt,1961.0,0.0,Jumanji,producer,writer
David Raynr,David Raynr,1961.0,0.0,Colors,actor,miscellaneous
Miguel Arteta,Miguel Arteta,1965.0,0.0,Beatriz at Dinner,director,producer
Joan Chen,Joan Chen,1961.0,0.0,Judge Dredd,actress,director
Ed Harris,Ed Harris,1950.0,0.0,Appaloosa,actor,producer
Ed Harris,Ed Harris,1944.0,2012.0,I'm in Love with a Church Girl,actor,
Vic Sarin,Vic Sarin,1945.0,0.0,A Shine of Rainbows,cinematographer,director
Robert Lee King,,,,,,
Nigel Cole,Nigel Cole,1959.0,0.0,Calendar Girls,director,actor
Michael Almereyda,Michael Almereyda,1959.0,0.0,Marjorie Prime,director,writer
Kim Ki-duk,Kim Ki-duk,1934.0,2017.0,"Yongary, Monster from the Deep",director,editor
Kim Ki-duk,Kim Ki-duk,1960.0,2020.0,3-Iron,writer,director
Douglas Aarniokoski,,,,,,
John Ottman,John Ottman,1964.0,0.0,Bohemian Rhapsody,music_department,composer
Fina Torres,Fina Torres,1951.0,0.0,Oriana,writer,director
Rod Lurie,Rod Lurie,1962.0,0.0,The Outpost,producer,writer
Fabián Bielinsky,Fabián Bielinsky,1959.0,2006.0,Nine Queens,assistant_director,writer
Greg Berlanti,Greg Berlanti,1972.0,0.0,"Love, Simon",producer,writer
Karyn Kusama,Karyn Kusama,1968.0,0.0,The Invitation,director,producer
Davis Guggenheim,Davis Guggenheim,1963.0,0.0,Training Day,producer,director
Jay Russell,Jay Russell,1960.0,0.0,My Dog Skip,director,producer
Bruce Paltrow,Bruce Paltrow,1943.0,2002.0,St. Elsewhere,producer,writer
Stig Bergqvist,Stig Bergqvist,1962.0,0.0,Revolver,animation_department,director
Takeshi Kitano,Takeshi Kitano,1947.0,0.0,The Blind Swordsman: Zatoichi,actor,writer
Terence Davies,Terence Davies,1945.0,2023.0,"Distant Voices, Still Lives",writer,director
Sally Field,Sally Field,1946.0,0.0,Forrest Gump,actress,producer
Mark Piznarski,,,,,,
Jun Falkenstein,Jun Falkenstein,1969.0,0.0,Stillwater,director,producer
Élie Chouraqui,Élie Chouraqui,1950.0,0.0,Harrison's Flowers,director,writer
Craig Mazin,Craig Mazin,1971.0,0.0,Chernobyl,writer,producer
Janusz Kaminski,Janusz Kaminski,1959.0,0.0,War Horse,cinematographer,camera_department
Eric Blakeney,Eric Blakeney,1959.0,0.0,Wiseguy,writer,producer
Robert Luketic,Robert Luketic,1973.0,0.0,The Ugly Truth,director,writer
Pete Docter,Pete Docter,1968.0,0.0,Up,producer,writer
Richard Kelly,Richard Kelly,1975.0,0.0,Donnie Darko,writer,producer
Joel Gallen,,,,,,
Andrew Adamson,Andrew Adamson,1966.0,0.0,Shrek 2,producer,director
Terry Zwigoff,Terry Zwigoff,1949.0,0.0,Ghost World,director,writer
Jay Chandrasekhar,Jay Chandrasekhar,1968.0,0.0,Super Troopers,director,actor
Steve Beck,,,,,,
Alejandro Amenábar,Alejandro Amenábar,1972.0,0.0,The Others,writer,director
Dennie Gordon,Dennie Gordon,1953.0,0.0,Tom Clancy's Jack Ryan,director,producer
Michael Tollin,Michael Tollin,1955.0,0.0,Radio,producer,writer
David Wain,David Wain,1969.0,0.0,Wet Hot American Summer,director,actor
Michael Cristofer,Michael Cristofer,1945.0,0.0,Die Hard with a Vengeance,actor,writer
Marc Forster,Marc Forster,1969.0,0.0,World War Z,producer,director
John Moore,John Moore,1924.0,2006.0,El Cid,production_designer,costume_designer
John Moore,John Moore,1900.0,1989.0,The Hayseeds,actor,
John Moore,John Moore,1970.0,0.0,Max Payne,camera_department,director
John Moore,John Moore,1968.0,0.0,Pitch Black,actor,archive_footage
John Moore,John Moore,1936.0,0.0,The 7.30 Report,archive_footage,
John Moore,John Moore,1949.0,2019.0,"Abortion, Corruption and Cops: The Bertram Wainer Story",producer,writer
John Moore,John Moore,1907.0,1967.0,Unit Beat Policing,writer,producer
John Moore,John Moore,1937.0,2019.0,Panorama,archive_footage,
Sharon Maguire,Sharon Maguire,1960.0,0.0,Bridget Jones's Baby,director,producer
Jessie Nelson,Jessie Nelson,1955.0,0.0,I Am Sam,producer,writer
J.B. Rogers,,,,,,
Bill Paxton,Bill Paxton,1955.0,2017.0,Aliens,actor,producer
Luke Greenfield,Luke Greenfield,1972.0,0.0,Let's Be Cops,director,producer
Jesse Dylan,Jesse Dylan,1966.0,0.0,How High,director,producer
Demian Lichtenstein,,,,,,
Peter Chelsom,Peter Chelsom,1956.0,0.0,The Space Between Us,director,writer
Christophe Gans,Christophe Gans,1960.0,0.0,Brotherhood of the Wolf,director,writer
Daniel Sackheim,,,,,,
Adam Shankman,Adam Shankman,1964.0,0.0,Hairspray,producer,miscellaneous
David Mirkin,David Mirkin,1955.0,0.0,The Simpsons,producer,writer
Brad Anderson,Brad Anderson,1957.0,2000.0,Judge Dredd,costume_department,
Brad Anderson,Brad Anderson,1964.0,0.0,Session 9,director,producer
Brad Anderson,Brad Anderson,1924.0,2015.0,Marmaduke,writer,
Brad Anderson,Brad Anderson,1969.0,0.0,WCW Worldwide,actor,
Brendan Malloy,,,,,,
John Cameron Mitchell,John Cameron Mitchell,1963.0,0.0,Hedwig and the Angry Inch,actor,director
Tom Green,Tom Green,1852.0,1942.0,The X-Ray Fiend,director,actor
Tom Green,Tom Green,1971.0,0.0,Freddy Got Fingered,producer,actor
Pat O'Connor,Pat O'Connor,1943.0,0.0,The Ballroom of Romance,director,producer
Pat O'Connor,Pat O'Connor,1935.0,1989.0,American Gigolo,art_department,actor
Takashi Miike,Takashi Miike,1960.0,0.0,13 Assassins,director,actor
Gregory Poirier,Gregory Poirier,1961.0,0.0,Knox Goes Away,writer,producer
Todd Field,Todd Field,1964.0,0.0,Tár,director,writer
Louis C.K.,Louis C.K.,1967.0,0.0,Louie,writer,producer
Blair Hayes,,,,,,
Stephen Chow,Stephen Chow,1962.0,0.0,Kung Fu Hustle,actor,producer
John A. Davis,John A. Davis,1961.0,0.0,Jimmy Neutron: Boy Genius,writer,producer
Tommy O'Haver,Tommy O'Haver,1968.0,0.0,An American Crime,director,writer
Hironobu Sakaguchi,Hironobu Sakaguchi,1962.0,0.0,Final Fantasy: The Spirits Within,producer,writer
Francine McDougall,,,,,,
Lawrence Guterman,,,,,,
Joe Roth,Joe Roth,1948.0,0.0,The Great Debaters,producer,director
Chris Nahon,Chris Nahon,1968.0,0.0,Kiss of the Dragon,director,writer
Henry Bean,Henry Bean,1945.0,0.0,The Believer,writer,producer
Richard Eyre,Richard Eyre,1943.0,0.0,Notes on a Scandal,director,producer
John Stockwell,John Stockwell,1961.0,0.0,Top Gun,actor,director
Karan Johar,Karan Johar,1972.0,0.0,Kabhi Khushi Kabhie Gham...,producer,actor
Gregor Jordan,Gregor Jordan,1966.0,0.0,Two Hands,director,writer
Tim Blake Nelson,Tim Blake Nelson,1964.0,0.0,The Ballad of Buster Scruggs,actor,director
Jez Butterworth,Jez Butterworth,1969.0,0.0,Edge of Tomorrow,writer,producer
Jon Favreau,Jon Favreau,1966.0,0.0,Chef,producer,actor
Jon Favreau,Jon Favreau,1981.0,0.0,Wind of Change,producer,writer
Harald Zwart,Harald Zwart,1965.0,0.0,The 12th Man,director,producer
Stephen Carpenter,Stephen Carpenter,1973.0,0.0,Law Abiding Citizen,actor,composer
Scott McGehee,,,,,,
Charles Herman-Wurmfeld,Charles Herman-Wurmfeld,1966.0,0.0,Kissing Jessica Stein,director,actor
Jean-Marie Poiré,Jean-Marie Poiré,1945.0,0.0,The Visitors,writer,director
Michael Cuesta,Michael Cuesta,1963.0,0.0,L.I.E.,producer,director
DJ Pooh,,,,,,
Vondie Curtis-Hall,Vondie Curtis-Hall,1950.0,0.0,Romeo + Juliet,actor,director
Chris Weitz,Chris Weitz,1969.0,0.0,About a Boy,producer,writer
Mark Brown,Mark Brown,1980.0,0.0,Sparrowhawk,producer,
Rintaro,,,,,,
Nicole Holofcener,Nicole Holofcener,1960.0,0.0,Enough Said,director,writer
Rob Pritts,,,,,,
Chuck Sheetz,Chuck Sheetz,1960.0,0.0,The Simpsons,director,animation_department
Mitch Davis,Mitch Davis,1971.0,0.0,Divided Into Zero,producer,director
Mitch Davis,Mitch Davis,1960.0,0.0,The Mothman Prophecies,composer,music_department
David Atkins,David Atkins,1955.0,0.0,Mad Max Beyond Thunderdome,miscellaneous,actor
Steven Shainberg,Steven Shainberg,1963.0,0.0,Secretary,producer,director
Chris Wedge,Chris Wedge,1957.0,0.0,Ice Age,actor,producer
Dean DeBlois,Dean DeBlois,1970.0,0.0,Lilo & Stitch,writer,art_department
Rob Marshall,Rob Marshall,1960.0,0.0,Mary Poppins Returns,director,miscellaneous
Joel Zwick,Joel Zwick,1942.0,0.0,My Big Fat Greek Wedding,director,producer
Kurt Wimmer,Kurt Wimmer,1964.0,0.0,Equilibrium,writer,producer
Simon Wells,Simon Wells,1961.0,0.0,The Time Machine,art_department,animation_department
Louis Leterrier,Louis Leterrier,1973.0,0.0,The Incredible Hulk,director,producer
Walt Becker,Walt Becker,1968.0,0.0,Old Dogs,director,producer
Kelly Asbury,Kelly Asbury,1960.0,2020.0,Gnomeo & Juliet,art_department,animation_department
Julie Taymor,Julie Taymor,1952.0,0.0,Frida,director,miscellaneous
George Clooney,George Clooney,1961.0,0.0,The Ides of March,actor,producer
Yimou Zhang,Yimou Zhang,1951.0,0.0,Hero,director,writer
Ellory Elkayem,Ellory Elkayem,1970.0,0.0,Eight Legged Freaks,director,writer
Mark Romanek,Mark Romanek,1959.0,0.0,One Hour Photo,director,producer
Eli Roth,Eli Roth,1972.0,0.0,Thanksgiving,director,writer
Ed Decter,Ed Decter,1959.0,0.0,There's Something About Mary,writer,producer
Andrew Lau,Andrew Lau,1960.0,0.0,Infernal Affairs,cinematographer,director
Denzel Washington,Denzel Washington,1954.0,0.0,Fences,actor,producer
Jonas Åkerlund,Jonas Åkerlund,1965.0,0.0,Lords of Chaos,director,editor
Park Chan-Wook,,,,,,
Marc Lawrence,Marc Lawrence,1910.0,2005.0,The Man with the Golden Gun,actor,director
Marc Lawrence,Marc Lawrence,1959.0,0.0,Miss Congeniality,writer,miscellaneous
Justin Lin,Justin Lin,1971.0,0.0,Better Luck Tomorrow,producer,director
Shawn Levy,Shawn Levy,1968.0,0.0,Free Guy,producer,director
Perry Andelin Blake,,,,,,
Charles Stone III,Charles Stone III,1966.0,0.0,Drumline,director,actor
Marcus Raboy,Marcus Raboy,1965.0,0.0,Adam Sandler: The Kennedy Center Mark Twain Prize for American Humor,director,producer
John Lee Hancock,John Lee Hancock,1956.0,0.0,The Blind Side,writer,director
Guy Ritchie,Guy Ritchie,1968.0,0.0,Sherlock Holmes,writer,director
Lucky McKee,Lucky McKee,1975.0,0.0,May,director,writer
Jesse Vaughan,,,,,,
Callie Khouri,Callie Khouri,1957.0,0.0,Thelma & Louise,producer,writer
Kevin Donovan,,,,,,
John Polson,John Polson,1965.0,0.0,Mission: Impossible II,producer,director
Burr Steers,Burr Steers,1965.0,0.0,Igby Goes Down,director,actor
Peter Kosminsky,Peter Kosminsky,1956.0,0.0,Britz,director,producer
D.J. Caruso,D.J. Caruso,1965.0,0.0,I Am Number Four,director,producer
Takashi Shimizu,Takashi Shimizu,1972.0,0.0,Ju-on: The Grudge,director,writer
Tim Story,Tim Story,1970.0,0.0,Fantastic Four,director,producer
Tim Story,Tim Story,1957.0,0.0,In Search of Angels,composer,soundtrack
Niki Caro,Niki Caro,1966.0,0.0,Whale Rider,director,writer
Joe Carnahan,Joe Carnahan,1969.0,0.0,Smokin' Aces,producer,writer
David Jacobson,,,,,,
Mort Nathan,Mort Nathan,1954.0,0.0,The Golden Girls,producer,writer
Michael Lembeck,Michael Lembeck,1948.0,0.0,The Krofft Supershow,director,actor
Dewey Nicks,Dewey Nicks,1961.0,0.0,Slackers,director,actor
Wallace Wolodarsky,,,,,,
Peter Hastings,Peter Hastings,1960.0,0.0,Kung Fu Panda: Legends of Awesomeness,producer,miscellaneous
Kevin Bray,,,,,,
Stephen Gaghan,Stephen Gaghan,1965.0,0.0,Syriana,writer,miscellaneous
Robin Budd,,,,,,
Mars Callahan,Mars Callahan,1971.0,0.0,Poolhall Junkies,actor,director
Jaume Balagueró,Jaume Balagueró,1968.0,0.0,REC,director,writer
Bob Dolman,Bob Dolman,1949.0,0.0,Willow,writer,producer
Cathy Malkasian,,,,,,
Seth Kearsley,Seth Kearsley,1971.0,0.0,The Secret Life of Pets,director,producer
Don Michael Paul,Don Michael Paul,1963.0,0.0,Harley Davidson and the Marlboro Man,actor,director
Wych Kaosayananda,Wych Kaosayananda,1974.0,0.0,One Night in Bangkok,cinematographer,producer
Patricia Cardoso,,,,,,
John Stainton,,,,,,
Tom Tykwer,Tom Tykwer,1965.0,0.0,Run Lola Run,writer,composer
Richard Curtis,Richard Curtis,1956.0,0.0,Love Actually,writer,producer
Len Wiseman,Len Wiseman,1973.0,0.0,Underworld,producer,writer
Bong Joon Ho,Bong Joon Ho,1969.0,0.0,Snowpiercer,writer,producer
Andrew Stanton,Andrew Stanton,1965.0,0.0,WALL·E,writer,producer
Catherine Hardwicke,Catherine Hardwicke,1955.0,0.0,Twilight,director,production_designer
Rob Schmidt,Rob Schmidt,1965.0,0.0,Wrong Turn,director,camera_department
Rob Schmidt,Rob Schmidt,1958.0,0.0,Together in Tomorrowland,director,writer
Patty Jenkins,Patty Jenkins,1971.0,0.0,Wonder Woman,director,producer
Tommy Wiseau,Tommy Wiseau,1955.0,0.0,The Room,writer,actor
Marcus Nispel,Marcus Nispel,1963.0,0.0,Friday the 13th,director,producer
Clark Johnson,Clark Johnson,1954.0,0.0,S.W.A.T.,actor,director
Rob Zombie,Rob Zombie,1965.0,0.0,Grindhouse,music_artist,writer
Tim McCanlies,Tim McCanlies,1953.0,0.0,The Iron Giant,writer,director
Chris Kentis,Chris Kentis,1962.0,0.0,Open Water,director,writer
Peter Webber,Peter Webber,1960.0,0.0,Girl with a Pearl Earring,director,producer
Bo Welch,Bo Welch,1951.0,0.0,Edward Scissorhands,production_designer,director
Aaron Blaise,Aaron Blaise,1968.0,0.0,Brother Bear,animation_department,director
David R. Ellis,David R. Ellis,1952.0,2013.0,The Matrix Reloaded,stunts,assistant_director
Audrey Wells,Audrey Wells,1960.0,2018.0,The Hate U Give,writer,script_department
Jonathan Liebesman,Jonathan Liebesman,1976.0,0.0,Teenage Mutant Ninja Turtles,producer,director
Bille Woodruff,,,,,,
James Cox,James Cox,1975.0,0.0,Atomic Tabasco,director,writer
Patrick Gilmore,Patrick Gilmore,1976.0,0.0,Travelers,actor,producer
Uwe Boll,Uwe Boll,1965.0,0.0,Postal,producer,director
Vadim Perelman,Vadim Perelman,1963.0,0.0,House of Sand and Fog,director,producer
Tom McCarthy,Tom McCarthy,1966.0,0.0,The Station Agent,producer,actor
Casey La Scala,Casey La Scala,1967.0,0.0,Donnie Darko,producer,writer
Billy Ray,Billy Ray,1926.0,2020.0,Adam Had Four Sons,actor,
Wayne Kramer,Wayne Kramer,1965.0,0.0,The Cooler,writer,director
Wayne Kramer,Wayne Kramer,1948.0,2024.0,Talladega Nights: The Ballad of Ricky Bobby,composer,music_department
Bruno Barreto,Bruno Barreto,1955.0,0.0,Dona Flor and Her Two Husbands,director,producer
David Mackenzie,David Mackenzie,1966.0,0.0,Starred Up,director,producer
Sylvain Chomet,Sylvain Chomet,1963.0,0.0,The Triplets of Belleville,director,writer
Paul Hunter,Paul Hunter,1978.0,2006.0,Masters Snooker,archive_footage,
Paul Hunter,Paul Hunter,1976.0,0.0,"Newark, Newark",miscellaneous,
Reggie Rock Bythewood,Reggie Rock Bythewood,1965.0,0.0,Dancing in September,producer,writer
Gordon Chan,Gordon Chan,1960.0,0.0,Beast Cops,writer,producer
Fenton Bailey,,,,,,
Glen Morgan,Glen Morgan,1961.0,0.0,The X-Files,producer,writer
C. Jay Cox,C. Jay Cox,1962.0,0.0,Latter Days,writer,director
Tim Fywell,Tim Fywell,1951.0,0.0,I Capture the Castle,director,producer
Steve Trenbirth,,,,,,
John Crowley,John Crowley,1942.0,0.0,A $10 Horse and a $40 Saddle,writer,script_department
John Crowley,John Crowley,1969.0,0.0,Brooklyn,director,producer
John Crowley,John Crowley,1967.0,0.0,Extraordinary Measures,actor,miscellaneous
David Gordon Green,David Gordon Green,1975.0,0.0,Halloween Kills,producer,director
Richard Kwietniowski,Richard Kwietniowski,1957.0,0.0,Love and Death on Long Island,director,producer
Chris Rock,Chris Rock,1965.0,0.0,Top Five,producer,actor
Peter Hedges,Peter Hedges,1954.0,0.0,Vroom,art_department,miscellaneous
Peter Hedges,Peter Hedges,1962.0,0.0,What's Eating Gilbert Grape,writer,director
Damian Nieman,,,,,,
John Eng,,,,,,
Eric Till,Eric Till,1929.0,0.0,Luther,director,producer
Ryan Little,Ryan Little,1971.0,0.0,Saints and Soldiers,director,cinematographer
Gérard Krawczyk,Gérard Krawczyk,1953.0,0.0,Wasabi,camera_department,director
John Hoffman,John Hoffman,1904.0,1980.0,The Wreck of the Hesperus,editorial_department,editor
Clare Kilner,,,,,,
Jeff Schaffer,,,,,,
Rawson Marshall Thurber,Rawson Marshall Thurber,1975.0,0.0,Red Notice,director,producer
Michel Gondry,Michel Gondry,1963.0,0.0,Eternal Sunshine of the Spotless Mind,director,producer
James Wan,James Wan,1977.0,0.0,Saw,producer,writer
Jonathan Hensleigh,Jonathan Hensleigh,1959.0,0.0,Armageddon,writer,director
Eric Bress,,,,,,
Jared Hess,Jared Hess,1979.0,0.0,Napoleon Dynamite,producer,director
Gary Winick,Gary Winick,1961.0,2011.0,Tadpole,producer,director
Paul Haggis,Paul Haggis,1953.0,0.0,Crash,writer,producer
Paul Greengrass,Paul Greengrass,1955.0,0.0,United 93,director,producer
Zack Snyder,Zack Snyder,1966.0,0.0,300,director,producer
Alexander Witt,Alexander Witt,1952.0,0.0,Resident Evil: Apocalypse,camera_department,assistant_director
Adam McKay,Adam McKay,1968.0,0.0,The Other Guys,producer,writer
David S. Goyer,David S. Goyer,1965.0,0.0,Dark City,writer,producer
Shane Carruth,Shane Carruth,1972.0,0.0,Upstream Color,composer,actor
John Hamburg,John Hamburg,1970.0,0.0,Little Fockers,producer,director
Stephen Hillenburg,Stephen Hillenburg,1961.0,2018.0,SpongeBob SquarePants,writer,producer
Ethan Coen,Ethan Coen,1957.0,0.0,The Ballad of Buster Scruggs,producer,writer
Terry George,Terry George,1952.0,0.0,Hotel Rwanda,writer,producer
Zach Braff,Zach Braff,1975.0,0.0,Garden State,actor,producer
Pitof,Pitof,1957.0,0.0,Vidocq,visual_effects,producer
Don Mancini,Don Mancini,1963.0,0.0,Chucky,writer,producer
Joseph Kahn,Joseph Kahn,1972.0,0.0,Bodied,director,cinematographer
Gurinder Chadha,Gurinder Chadha,1960.0,0.0,Bend It Like Beckham,writer,producer
Joe Nussbaum,Joe Nussbaum,1973.0,0.0,George Lucas in Love,producer,director
Richard Loncraine,Richard Loncraine,1946.0,0.0,Richard III,director,writer
Gavin O'Connor,Gavin O'Connor,1963.0,0.0,The Accountant,producer,director
Gavin O'Connor,Gavin O'Connor,1972.0,0.0,The Hunt for Raoul Moat,actor,writer
Paul McGuigan,Paul McGuigan,1963.0,0.0,Lucky Number Slevin,director,producer
Paul McGuigan,Paul McGuigan,1971.0,0.0,Oasis Knebworth 1996,actor,archive_footage
Sara Sugarman,Sara Sugarman,1965.0,0.0,Vinyl,actress,director
Kerry Conran,Kerry Conran,1964.0,0.0,Sky Captain and the World of Tomorrow,director,writer
Brian Dannelly,,,,,,
Sean McNamara,Sean McNamara,1962.0,0.0,Hoovey,producer,director
Beeban Kidron,Beeban Kidron,1961.0,0.0,Oranges Are Not the Only Fruit,director,producer
Jacob Estes,Jacob Estes,1972.0,0.0,Mean Creek,writer,director
Guy Ferland,Guy Ferland,1966.0,0.0,Bang Bang You're Dead,director,miscellaneous
Angela Robinson,Angela Robinson,1971.0,0.0,D.E.B.S.,producer,writer
Angela Robinson,Angela Robinson,1962.0,0.0,The Haves and the Have Nots,actress,producer
Jessy Terrero,Jessy Terrero,1972.0,0.0,Bravas,director,producer
Jonathan Glazer,Jonathan Glazer,1965.0,0.0,Under the Skin,director,writer
