actor,primaryName,birthYear,deathYear,knownForTitle,profession_1,profession_2
Patrick Fugit,Patrick Fugit,1982.0,0.0,Almost Famous,actor,producer
Glenn Jacobs,Glenn Jacobs,1967.0,0.0,See No Evil,actor,producer
T.I.,,,,,,
Toby Jones,Toby Jones,1966.0,0.0,Tinker Tailor Soldier Spy,actor,writer
Toby Jones,Toby Jones,1987.0,0.0,OK K.O.! Let's Be Heroes,writer,producer
Kristen Bell,Kristen Bell,1980.0,0.0,Frozen,actress,producer
Jake T. Austin,Jake T. Austin,1994.0,0.0,Wizards of Waverly Place,actor,soundtrack
Daniel London,Daniel London,1973.0,0.0,Minority Report,actor,producer
Catherine O'Hara,Catherine O'Hara,1954.0,0.0,A Mighty Wind,actress,writer
Logan Lerman,Logan Lerman,1992.0,0.0,The Perks of Being a Wallflower,actor,producer
Charlie Cox,Charlie Cox,1982.0,0.0,Daredevil,actor,archive_footage
Michael Cera,Michael Cera,1988.0,0.0,Scott Pilgrim vs. the World,actor,producer
Brad Garrett,Brad Garrett,1960.0,0.0,Everybody Loves Raymond,actor,producer
Elliot Page,Elliot Page,1987.0,0.0,Juno,actor,producer
Amy Adams,Amy Adams,1974.0,0.0,Arrival,actress,producer
Amy Adams,Amy Adams,1979.0,0.0,American Idol,soundtrack,
Seth Rogen,Seth Rogen,1982.0,0.0,This Is the End,producer,actor
Scout Taylor-Compton,Scout Taylor-Compton,1989.0,0.0,Halloween,actress,miscellaneous
Ryan Kwanten,Ryan Kwanten,1976.0,0.0,True Blood,actor,producer
Jerry Seinfeld,Jerry Seinfeld,1954.0,0.0,Seinfeld,producer,writer
Reiko Aylesworth,Reiko Aylesworth,1972.0,0.0,Aliens vs. Predator: Requiem,actress,director
Dane Cook,Dane Cook,1972.0,0.0,Good Luck Chuck,actor,writer
Lauren German,Lauren German,1978.0,0.0,Hostel: Part II,actress,soundtrack
Karra Elejalde,Karra Elejalde,1960.0,0.0,Timecrimes,actor,writer
Kal Penn,Kal Penn,1977.0,0.0,Harold & Kumar Go to White Castle,actor,producer
Daniel Hansen,,,,,,
Katie Featherston,Katie Featherston,1982.0,0.0,Paranormal Activity,actress,director
John C. Reilly,John C. Reilly,1965.0,0.0,Chicago,actor,writer
Gaspard Ulliel,Gaspard Ulliel,1984.0,2022.0,A Very Long Engagement,actor,soundtrack
Dan Castellaneta,Dan Castellaneta,1957.0,0.0,The Simpsons,actor,producer
Matthew Macfadyen,Matthew Macfadyen,1974.0,0.0,Succession,actor,producer
Will Arnett,Will Arnett,1970.0,0.0,The Lego Batman Movie,actor,producer
Thomas Lennon,Thomas Lennon,1896.0,1963.0,We Go Fast,writer,
Thomas Lennon,Thomas Lennon,1970.0,0.0,Reno 911!,actor,producer
Marion Cotillard,Marion Cotillard,1975.0,0.0,La Vie En Rose,actress,producer
Glen Hansard,Glen Hansard,1970.0,0.0,Once,composer,actor
Richard Jenkins,Richard Jenkins,1947.0,0.0,The Shape of Water,actor,producer
Richard Jenkins,Richard Jenkins,1983.0,0.0,Bottomfeeders,actor,
Keri Russell,Keri Russell,1976.0,0.0,Mission: Impossible III,actress,producer
Alexander Ludwig,Alexander Ludwig,1992.0,0.0,Vikings,actor,producer
Catherine Zeta-Jones,Catherine Zeta-Jones,1969.0,0.0,Chicago,actress,soundtrack
Daniella Alonso,Daniella Alonso,1978.0,0.0,Paul Blart: Mall Cop 2,actress,producer
Sean Bean,Sean Bean,1959.0,0.0,The Lord of the Rings: The Fellowship of the Ring,actor,producer
Khalid Abdalla,Khalid Abdalla,1980.0,0.0,The Kite Runner,actor,producer
Skyler Shaye,Skyler Shaye,1986.0,0.0,Grey's Anatomy,actress,soundtrack
Gabrielle Union,Gabrielle Union,1972.0,0.0,Bring It On,actress,producer
David Koechner,David Koechner,1962.0,0.0,Anchorman: The Legend of Ron Burgundy,actor,writer
Wagner Moura,Wagner Moura,1976.0,0.0,Elite Squad,actor,producer
Norah Jones,Norah Jones,1979.0,0.0,Ted,music_artist,actress
Javier Bardem,Javier Bardem,1969.0,0.0,Skyfall,actor,producer
Rachel Nichols,Rachel Nichols,1980.0,0.0,G.I. Joe: The Rise of Cobra,actress,producer
Rachel Nichols,Rachel Nichols,1973.0,0.0,NBA on ESPN,writer,producer
Patrick Carroll,Patrick Carroll,1982.0,0.0,"Hail, Caesar!",actor,miscellaneous
Big Boi,Big Boi,1975.0,0.0,Idlewild,actor,composer
Chiara Mastroianni,Chiara Mastroianni,1972.0,0.0,Persepolis,actress,soundtrack
Robert Wisdom,Robert Wisdom,1953.0,0.0,The Dark Knight Rises,actor,soundtrack
Elisha Cuthbert,Elisha Cuthbert,1982.0,0.0,The Girl Next Door,actress,director
Anton Yelchin,Anton Yelchin,1989.0,2016.0,Star Trek,actor,camera_department
Justin Chatwin,Justin Chatwin,1982.0,0.0,Dragonball Evolution,actor,producer
Michelle Morgan,Michelle Morgan,1981.0,0.0,Diary of the Dead,actress,director
Columbus Short,Columbus Short,1982.0,0.0,The Losers,actor,producer
Zack Ward,Zack Ward,1970.0,0.0,Freddy vs. Jason,actor,writer
Scott Speedman,Scott Speedman,1975.0,0.0,Underworld,actor,soundtrack
Ben Burtt,Ben Burtt,1948.0,0.0,WALL·E,sound_department,miscellaneous
Rebecca Hall,Rebecca Hall,1982.0,0.0,Vicky Cristina Barcelona,actress,producer
Rebecca Hall,Rebecca Hall,1984.0,0.0,The Titan,make_up_department,
Dev Patel,Dev Patel,1990.0,0.0,Slumdog Millionaire,actor,producer
Mike Vogel,Mike Vogel,1979.0,0.0,The Help,actor,producer
Shawn Ashmore,Shawn Ashmore,1979.0,0.0,X2,actor,producer
Jim Sturgess,Jim Sturgess,1978.0,0.0,21,actor,music_department
Sean Faris,Sean Faris,1982.0,0.0,Never Back Down,actor,producer
Josh Zuckerman,Josh Zuckerman,1985.0,0.0,Austin Powers in Goldmember,actor,writer
Ben Barnes,Ben Barnes,1981.0,0.0,The Chronicles of Narnia: Prince Caspian,actor,soundtrack
Asa Butterfield,Asa Butterfield,1997.0,0.0,Hugo,actor,archive_footage
Katherine Heigl,Katherine Heigl,1978.0,0.0,One for the Money,actress,producer
Kåre Hedebrant,Kåre Hedebrant,1995.0,0.0,Let the Right One In,actor,archive_footage
Tom Hardy,Tom Hardy,1977.0,0.0,Inception,actor,producer
Tom Hardy,Tom Hardy,1944.0,2008.0,Passagem por Lisboa,actor,
Carmen Electra,Carmen Electra,1972.0,0.0,Scary Movie 4,actress,producer
Drake Bell,Drake Bell,1986.0,0.0,Drake & Josh,actor,music_department
Ray Stevenson,Ray Stevenson,1964.0,2023.0,The Three Musketeers,actor,soundtrack
Rhona Mitra,Rhona Mitra,1976.0,0.0,Underworld: Rise of the Lycans,actress,
Gabriel Macht,Gabriel Macht,1972.0,0.0,The Good Shepherd,actor,producer
Ricky Gervais,Ricky Gervais,1961.0,0.0,The Office,writer,producer
Chris Pine,Chris Pine,1980.0,0.0,Star Trek,actor,producer
Rainn Wilson,Rainn Wilson,1966.0,0.0,The Office,actor,producer
Robert Hoffman,Robert Hoffman,1909.0,1992.0,Wonder Woman,cinematographer,camera_department
Robert Hoffman,Robert Hoffman,1970.0,0.0,Shall We Dance?,actor,
Robert Hoffman,Robert Hoffman,1985.0,0.0,Step Up 2: The Streets,actor,miscellaneous
Paul Sorvino,Paul Sorvino,1939.0,2022.0,Repo! The Genetic Opera,actor,director
Scott Patterson,Scott Patterson,1958.0,0.0,Saw V,actor,producer
Scott Patterson,Scott Patterson,1962.0,0.0,Pact,director,editor
Vinnie Jones,Vinnie Jones,1965.0,0.0,"Lock, Stock and Two Smoking Barrels",actor,producer
Rachel Weisz,Rachel Weisz,1970.0,0.0,The Constant Gardener,actress,producer
Josh Brolin,Josh Brolin,1968.0,0.0,Avengers: Endgame,actor,producer
Simon Pegg,Simon Pegg,1970.0,0.0,Shaun of the Dead,actor,writer
Brittany Snow,Brittany Snow,1986.0,0.0,Pitch Perfect,actress,producer
Zac Efron,Zac Efron,1987.0,0.0,17 Again,actor,producer
Sean Maguire,Sean Maguire,1976.0,0.0,Meet the Spartans,actor,soundtrack
Matt Lanter,Matt Lanter,1983.0,0.0,Disaster Movie,actor,miscellaneous
Tina Fey,Tina Fey,1970.0,0.0,Date Night,writer,actress
Saoirse Ronan,Saoirse Ronan,1994.0,0.0,Hanna,actress,producer
Jennifer Carpenter,Jennifer Carpenter,1979.0,0.0,The Exorcism of Emily Rose,actress,producer
Frank Langella,Frank Langella,1938.0,0.0,Frost/Nixon,actor,producer
Michelle Williams,Michelle Williams,1980.0,0.0,My Week with Marilyn,actress,producer
Michelle Williams,Michelle Williams,1979.0,0.0,Revival,actress,composer
Stephen McHattie,Stephen McHattie,1947.0,0.0,Pontypool,actor,director
Ari Folman,Ari Folman,1962.0,0.0,The Congress,writer,director
Matthew Goode,Matthew Goode,1978.0,0.0,The Imitation Game,actor,archive_footage
Alyssa Milano,Alyssa Milano,1972.0,0.0,Charmed,actress,producer
Rob Brown,Rob Brown,1984.0,0.0,Finding Forrester,actor,soundtrack
Josh Peck,Josh Peck,1986.0,0.0,Drake & Josh,actor,camera_department
Jimmy Bennett,Jimmy Bennett,1996.0,0.0,Star Trek,actor,soundtrack
Melissa Leo,Melissa Leo,1960.0,0.0,The Fighter,actress,producer
Sam Worthington,Sam Worthington,1976.0,0.0,Avatar,actor,producer
Megan Fox,Megan Fox,1986.0,0.0,Transformers,actress,producer
Megan Fox,Megan Fox,1980.0,0.0,American Dreams,actress,
Jackie Earle Haley,Jackie Earle Haley,1961.0,0.0,Little Children,actor,director
Zach Galifianakis,Zach Galifianakis,1969.0,0.0,The Hangover,actor,producer
Ginnifer Goodwin,Ginnifer Goodwin,1978.0,0.0,Zootopia,actress,producer
Jesse Eisenberg,Jesse Eisenberg,1983.0,0.0,The Social Network,actor,producer
Sharlto Copley,Sharlto Copley,1973.0,0.0,District 9,actor,producer
Quinton Aaron,Quinton Aaron,1984.0,0.0,The Blind Side,actor,producer
Edward Asner,Edward Asner,1929.0,2021.0,Up,actor,producer
Dan Fogler,Dan Fogler,1976.0,0.0,Fantastic Beasts and Where to Find Them,actor,director
Jared Padalecki,Jared Padalecki,1982.0,0.0,Supernatural,actor,producer
Anika Noni Rose,Anika Noni Rose,1972.0,0.0,The Princess and the Frog,actress,soundtrack
Nathaniel Brown,Nathaniel Brown,1988.0,0.0,Enter the Void,actor,
Eric Christian Olsen,Eric Christian Olsen,1977.0,0.0,Dumb and Dumberer: When Harry Met Lloyd,actor,producer
Garret Dillahunt,Garret Dillahunt,1964.0,0.0,12 Years a Slave,actor,producer
Michael Nyqvist,Michael Nyqvist,1960.0,2017.0,Mission: Impossible - Ghost Protocol,actor,producer
Penn Badgley,Penn Badgley,1986.0,0.0,You,actor,producer
Max Records,Max Records,1997.0,0.0,Where the Wild Things Are,actor,soundtrack
Briana Evigan,Briana Evigan,1986.0,0.0,Step Up 2: The Streets,actress,soundtrack
Christopher Plummer,Christopher Plummer,1929.0,2021.0,Beginners,actor,producer
Gabourey Sidibe,Gabourey Sidibe,1983.0,0.0,Precious,actress,director
Hye-ja Kim,,,,,,
Michael Stuhlbarg,Michael Stuhlbarg,1968.0,0.0,A Serious Man,actor,soundtrack
Josh Stewart,Josh Stewart,1977.0,0.0,Interstellar,actor,producer
Rain,Rain,1982.0,0.0,"I'm a Cyborg, But That's OK",actor,writer
Nick Zano,Nick Zano,1978.0,0.0,The Final Destination,actor,producer
Carey Mulligan,Carey Mulligan,1985.0,0.0,Never Let Me Go,actress,producer
Jensen Ackles,Jensen Ackles,1978.0,0.0,Supernatural,actor,producer
Emily Blunt,Emily Blunt,1983.0,0.0,Edge of Tomorrow,actress,producer
Tahar Rahim,Tahar Rahim,1981.0,0.0,A Prophet,actor,soundtrack
Katie Jarvis,Katie Jarvis,1991.0,0.0,Fish Tank,actress,archive_footage
Hayden Panettiere,Hayden Panettiere,1989.0,0.0,Heroes,actress,music_department
Odette Annable,Odette Annable,1985.0,0.0,Cloverfield,actress,soundtrack
Jamal Woolard,,,,,,
Sasha Grey,Sasha Grey,1988.0,0.0,The Girlfriend Experience,actress,producer
Christian Friedel,Christian Friedel,1943.0,0.0,"Anatahan, Anatahan",actor,writer
Christian Friedel,Christian Friedel,1979.0,0.0,The Zone of Interest,actor,soundtrack
Sean Patrick Flanery,Sean Patrick Flanery,1965.0,0.0,Powder,actor,producer
Miley Cyrus,Miley Cyrus,1992.0,0.0,Hannah Montana,music_artist,actress
Alan Van Sprang,Alan Van Sprang,1971.0,0.0,Immortals,actor,producer
Jocelin Donahue,Jocelin Donahue,1981.0,0.0,Doctor Sleep,actress,soundtrack
John Krasinski,John Krasinski,1979.0,0.0,Tom Clancy's Jack Ryan,actor,producer
Abbie Cornish,Abbie Cornish,1982.0,0.0,Bright Star,actress,producer
Jeppe Beck Laursen,Jeppe Beck Laursen,1972.0,0.0,The Last Kingdom,actor,stunts
Ben Foster,Ben Foster,1980.0,0.0,Hell or High Water,actor,producer
Ben Foster,Ben Foster,1983.0,0.0,Match of the Day,archive_footage,
Evan McGuire,,,,,,
Gemma Arterton,Gemma Arterton,1986.0,0.0,Prince of Persia: The Sands of Time,actress,producer
Zach Cregger,Zach Cregger,1981.0,0.0,Barbarian,actor,director
Chris Massoglia,Chris Massoglia,1992.0,0.0,Cirque du Freak: The Vampire's Assistant,actor,producer
Ashley Tisdale,Ashley Tisdale,1985.0,0.0,Phineas and Ferb,actress,producer
Kristin Kreuk,Kristin Kreuk,1982.0,0.0,EuroTrip,actress,producer
Colm Meaney,Colm Meaney,1953.0,0.0,Star Trek: Deep Space Nine,actor,producer
Michael Angarano,Michael Angarano,1987.0,0.0,Sky High,actor,director
Rooney Mara,Rooney Mara,1985.0,0.0,The Girl with the Dragon Tattoo,actress,producer
Jonathan D. Mellor,,,,,,
Jay Baruchel,Jay Baruchel,1982.0,0.0,Goon,actor,producer
Aaron Taylor-Johnson,Aaron Taylor-Johnson,1990.0,0.0,Kick-Ass,actor,producer
Madeline Carroll,Madeline Carroll,1996.0,0.0,Flipped,actress,producer
Scoot McNairy,Scoot McNairy,1977.0,0.0,Argo,actor,producer
Sarah Butler,Sarah Butler,1985.0,0.0,I Spit on Your Grave,actress,producer
Noah Ringer,Noah Ringer,1996.0,0.0,The Last Airbender,actor,
Lubna Azabal,Lubna Azabal,1973.0,0.0,Incendies,actress,archive_footage
Mia Wasikowska,Mia Wasikowska,1989.0,0.0,Alice in Wonderland,actress,director
Emma Stone,Emma Stone,1988.0,0.0,La La Land,actress,producer
Danny Trejo,Danny Trejo,1944.0,0.0,Machete,actor,producer
Idris Elba,Idris Elba,1972.0,0.0,Beasts of No Nation,actor,producer
Michael Fassbender,Michael Fassbender,1977.0,0.0,Shame,actor,producer
Zachary Gordon,Zachary Gordon,1998.0,0.0,Diary of a Wimpy Kid,actor,director
Paul Bettany,Paul Bettany,1971.0,0.0,WandaVision,actor,writer
Robert Pattinson,Robert Pattinson,1986.0,0.0,Twilight,actor,producer
Jennifer Lawrence,Jennifer Lawrence,1990.0,0.0,The Hunger Games,actress,producer
Chris Brown,Chris Brown,1972.0,0.0,Outlander,art_department,art_director
Chris Brown,Chris Brown,1989.0,0.0,Takers,music_artist,actor
Chris Brown,Chris Brown,1978.0,0.0,The Dog House Australia,writer,producer
Chris Brown,Chris Brown,1991.0,0.0,A Quiet Place Part II,art_department,visual_effects
Chris Messina,Chris Messina,1974.0,0.0,Argo,actor,producer
Keir Gilchrist,Keir Gilchrist,1992.0,0.0,It's Kind of a Funny Story,actor,
Kodi Smit-McPhee,Kodi Smit-McPhee,1996.0,0.0,Let Me In,actor,soundtrack
Will Forte,Will Forte,1970.0,0.0,MacGruber,actor,writer
Eric Balfour,Eric Balfour,1977.0,0.0,The Offer,actor,producer
Joey King,Joey King,1999.0,0.0,The Act,actress,producer
Amanda Seyfried,Amanda Seyfried,1985.0,0.0,Les Misérables,actress,producer
Jonah Hill,Jonah Hill,1983.0,0.0,21 Jump Street,actor,producer
Amy Poehler,Amy Poehler,1971.0,0.0,Inside Out,actress,producer
Sharni Vinson,Sharni Vinson,1983.0,0.0,You're Next,actress,producer
Stephen Spinella,Stephen Spinella,1956.0,0.0,Ravenous,actor,archive_footage
Kôji Yakusho,,,,,,
Bill Nighy,Bill Nighy,1949.0,0.0,Love Actually,actor,producer
Jenn Proske,Jenn Proske,1987.0,0.0,Vampires Suck,actress,cinematographer
Chace Crawford,Chace Crawford,1985.0,0.0,The Covenant,actor,producer
Patrick Fabian,Patrick Fabian,1964.0,0.0,The Last Exorcism,actor,producer
Juno Temple,Juno Temple,1989.0,0.0,Atonement,actress,soundtrack
Garrett Hedlund,Garrett Hedlund,1984.0,0.0,Tron: Legacy,actor,producer
Connor Paolo,Connor Paolo,1990.0,0.0,Alexander,actor,writer
Robin Wright,Robin Wright,1966.0,0.0,Forrest Gump,actress,producer
Max Thieriot,Max Thieriot,1988.0,0.0,The Pacifier,actor,writer
Danielle Harris,Danielle Harris,1977.0,0.0,Don't Tell Mom the Babysitter's Dead,actress,producer
David Hyde Pierce,David Hyde Pierce,1959.0,0.0,Frasier,actor,writer
Chris Evans,Chris Evans,1966.0,0.0,Don't Forget Your Toothbrush,writer,producer
Chris Evans,Chris Evans,1981.0,0.0,The Avengers,actor,producer
Chris Evans,Chris Evans,1970.0,0.0,Secretaries,actor,director
Chris Hemsworth,Chris Hemsworth,1983.0,0.0,Snow White and the Huntsman,actor,producer
Michael Shannon,Michael Shannon,1943.0,0.0,Dark Shadows,actor,archive_footage
Michael Shannon,Michael Shannon,1974.0,0.0,Take Shelter,actor,producer
Michael Shannon,Michael Shannon,1933.0,2010.0,The Rat Catchers,actor,
Kristen Wiig,Kristen Wiig,1973.0,0.0,Bridesmaids,actress,producer
Kristen Connolly,Kristen Connolly,1980.0,0.0,The Cabin in the Woods,actress,producer
Emily Browning,Emily Browning,1988.0,0.0,A Series of Unfortunate Events,actress,soundtrack
Mila Kunis,Mila Kunis,1983.0,0.0,Black Swan,actress,producer
Henry Cavill,Henry Cavill,1983.0,0.0,Man of Steel,actor,miscellaneous
Justin Timberlake,Justin Timberlake,1981.0,0.0,Trolls,music_artist,actor
Elle Fanning,Elle Fanning,1998.0,0.0,Super 8,actress,producer
Bradley Cooper,Bradley Cooper,1975.0,0.0,A Star Is Born,actor,producer
Jason Momoa,Jason Momoa,1979.0,0.0,Aquaman,actor,producer
Danny McBride,Danny McBride,1976.0,0.0,Pineapple Express,writer,actor
Zoe Saldana,Zoe Saldana,1978.0,0.0,Avatar,actress,producer
Taylor Lautner,Taylor Lautner,1992.0,0.0,Twilight,actor,producer
Payman Maadi,Payman Maadi,1970.0,0.0,A Separation,actor,writer
Jeremy Irvine,Jeremy Irvine,1990.0,0.0,War Horse,actor,soundtrack
Iko Uwais,Iko Uwais,1983.0,0.0,The Raid 2,actor,producer
Zachary Quinto,Zachary Quinto,1977.0,0.0,Star Trek,actor,producer
Nicholas D'Agosto,Nicholas D'Agosto,1980.0,0.0,Trial & Error,actor,soundtrack
Alex Pettyfer,Alex Pettyfer,1990.0,0.0,Magic Mike,actor,producer
Kenny Wormald,Kenny Wormald,1984.0,0.0,Footloose,actor,producer
Topher Grace,Topher Grace,1978.0,0.0,In Good Company,actor,producer
Sara Paxton,Sara Paxton,1988.0,0.0,The Innkeepers,actress,writer
Gina Carano,Gina Carano,1982.0,0.0,The Mandalorian,actress,producer
Jean Dujardin,Jean Dujardin,1972.0,0.0,The Artist,actor,director
Lucas Pittaway,,,,,,
Nick Swardson,Nick Swardson,1976.0,0.0,Grandma's Boy,actor,writer
John Boyega,John Boyega,1992.0,0.0,Star Wars: Episode VII - The Force Awakens,actor,producer
Brendan Gleeson,Brendan Gleeson,1955.0,0.0,Calvary,actor,director
Dominic Cooper,Dominic Cooper,1978.0,0.0,The Devil's Double,actor,producer
Brit Marling,Brit Marling,1982.0,0.0,Another Earth,writer,producer
Felicity Jones,Felicity Jones,1983.0,0.0,Rogue One: A Star Wars Story,actress,producer
Elizabeth Olsen,Elizabeth Olsen,1989.0,0.0,Martha Marcy May Marlene,actress,producer
Minka Kelly,Minka Kelly,1980.0,0.0,The Roommate,actress,soundtrack
Selena Gomez,Selena Gomez,1992.0,0.0,Spring Breakers,music_artist,actress
Colin O'Donoghue,Colin O'Donoghue,1981.0,0.0,The Rite,actor,soundtrack
Christopher Denham,Christopher Denham,1939.0,0.0,The Scarlet and the Black,actor,
Christopher Denham,Christopher Denham,1985.0,0.0,Argo,actor,writer
Thomas Horn,Thomas Horn,1957.0,2023.0,Unraveling Revelation,producer,writer
Rhys Wakefield,Rhys Wakefield,1988.0,0.0,True Detective,actor,writer
Michael Parks,Michael Parks,1940.0,2017.0,Red State,actor,director
Sarah Bolger,Sarah Bolger,1991.0,0.0,In America,actress,soundtrack
Sarah Bolger,Sarah Bolger,1982.0,0.0,The Station Agent,actress,
Mark Duplass,Mark Duplass,1976.0,0.0,Safety Not Guaranteed,actor,producer
Alex Kendrick,Alex Kendrick,1970.0,0.0,Courageous,actor,writer
Warren Christie,Warren Christie,1975.0,0.0,Apollo 18,actor,producer
Rhys Ifans,Rhys Ifans,1967.0,0.0,The Amazing Spider-Man,actor,producer
Russell Brand,Russell Brand,1975.0,0.0,Arthur,producer,writer
Taylor Schilling,Taylor Schilling,1984.0,0.0,The Lucky One,actress,archive_footage
Ranbir Kapoor,Ranbir Kapoor,1982.0,0.0,Rockstar,actor,music_department
Anna Kendrick,Anna Kendrick,1985.0,0.0,Up in the Air,actress,producer
Mads Mikkelsen,Mads Mikkelsen,1965.0,0.0,Hannibal,actor,miscellaneous
Noomi Rapace,Noomi Rapace,1979.0,0.0,The Girl with the Dragon Tattoo,actress,producer
Jared Gilman,Jared Gilman,1998.0,0.0,Moonrise Kingdom,actor,
Jessica Chastain,Jessica Chastain,1977.0,0.0,Zero Dark Thirty,actress,producer
Andrew Garfield,Andrew Garfield,1983.0,0.0,Hacksaw Ridge,actor,producer
Kelly Macdonald,Kelly Macdonald,1976.0,0.0,No Country for Old Men,actress,soundtrack
Taylor Kitsch,Taylor Kitsch,1981.0,0.0,X-Men Origins: Wolverine,actor,producer
Alexander Skarsgård,Alexander Skarsgård,1976.0,0.0,The Legend of Tarzan,actor,producer
Vanessa Hudgens,Vanessa Hudgens,1988.0,0.0,High School Musical 3: Senior Year,actress,producer
Danielle Panabaker,Danielle Panabaker,1987.0,0.0,The Flash,actress,director
Benjamin Walker,Benjamin Walker,1982.0,0.0,Abraham Lincoln: Vampire Hunter,actor,soundtrack
Thomas Mann,Thomas Mann,1875.0,1955.0,Death in Venice,writer,archive_footage
Thomas Mann,Thomas Mann,1991.0,0.0,Me and Earl and the Dying Girl,actor,producer
Suraj Sharma,Suraj Sharma,2000.0,0.0,Cocoon,director,assistant_director
Suraj Sharma,Suraj Sharma,1993.0,0.0,Life of Pi,actor,archive_footage
Suraj Sharma,Suraj Sharma,1999.0,0.0,Hey Siri Ve Siri,miscellaneous,assistant_director
Julianne Hough,Julianne Hough,1988.0,0.0,Rock of Ages,actress,producer
Aubrey Plaza,Aubrey Plaza,1984.0,0.0,Safety Not Guaranteed,actress,producer
Dane DeHaan,Dane DeHaan,1986.0,0.0,Chronicle,actor,archive_footage
Jason Segel,Jason Segel,1980.0,0.0,Forgetting Sarah Marshall,actor,writer
Sean Hayes,Sean Hayes,1970.0,0.0,Will & Grace,actor,producer
Ann Dowd,Ann Dowd,1956.0,0.0,Compliance,actress,soundtrack
Dax Shepard,Dax Shepard,1975.0,0.0,Hit and Run,podcaster,actor
Alex Veadov,Alex Veadov,1962.0,0.0,The Equalizer,actor,miscellaneous
Sam Riley,Sam Riley,1980.0,0.0,Control,actor,soundtrack
Sam Riley,Sam Riley,1972.0,0.0,Noah & Saskia,actress,
Dylan O'Brien,Dylan O'Brien,1991.0,0.0,Teen Wolf,actor,producer
Luke Evans,Luke Evans,1979.0,0.0,Dracula Untold,actor,producer
Lily Collins,Lily Collins,1989.0,0.0,The Mortal Instruments: City of Bones,actress,producer
Ashley Hinshaw,Ashley Hinshaw,1988.0,0.0,Chronicle,actress,director
Sheri Moon Zombie,Sheri Moon Zombie,1970.0,0.0,The Devil's Rejects,actress,producer
Kathryn McCormick,Kathryn McCormick,1990.0,0.0,Step Up Revolution,actress,producer
Paul Dano,Paul Dano,1984.0,0.0,There Will Be Blood,actor,producer
Natasha Calis,Natasha Calis,1999.0,0.0,The Possession,actress,producer
Adelaide Clemens,Adelaide Clemens,1989.0,0.0,Rectify,actress,soundtrack
Jean-Louis Trintignant,Jean-Louis Trintignant,1930.0,2022.0,Amour,actor,writer
Quvenzhané Wallis,Quvenzhané Wallis,2003.0,0.0,Beasts of the Southern Wild,actress,soundtrack
Ashley Greene,Ashley Greene,1987.0,0.0,Twilight,actress,miscellaneous
Jonny Weston,Jonny Weston,1988.0,0.0,Project Almanac,actor,archive_footage
Josh Radnor,Josh Radnor,1974.0,0.0,Liberal Arts,actor,director
Pål Sverre Hagen,Pål Sverre Hagen,1980.0,0.0,In Order of Disappearance,actor,
Stephen Dunham,Stephen Dunham,1964.0,2012.0,The Mummy,actor,stunts
John Magaro,John Magaro,1983.0,0.0,The Big Short,actor,producer
Jesse McCartney,Jesse McCartney,1987.0,0.0,Keith,actor,composer
Aamir Khan,Aamir Khan,1965.0,0.0,Like Stars on Earth,actor,producer
Ari Graynor,Ari Graynor,1983.0,0.0,Nick and Norah's Infinite Playlist,actress,producer
Fernanda Andrade,Fernanda Andrade,1984.0,0.0,Moon Knight,actress,producer
Saif Ali Khan,Saif Ali Khan,1970.0,0.0,Kal Ho Naa Ho,actor,producer
Victoria Justice,Victoria Justice,1993.0,0.0,Victorious,actress,composer
Peter Sarsgaard,Peter Sarsgaard,1971.0,0.0,Shattered Glass,actor,producer
Domhnall Gleeson,Domhnall Gleeson,1983.0,0.0,Ex Machina,actor,writer
Jason Sudeikis,Jason Sudeikis,1975.0,0.0,Ted Lasso,actor,writer
Lorenza Izzo,Lorenza Izzo,1989.0,0.0,Knock Knock,actress,soundtrack
Daniel Brühl,Daniel Brühl,1978.0,0.0,Rush,actor,producer
Jane Levy,Jane Levy,1989.0,0.0,Zoey's Extraordinary Playlist,actress,soundtrack
Emily Baldoni,Emily Baldoni,1984.0,0.0,Coherence,actress,miscellaneous
Alexandra Daddario,Alexandra Daddario,1986.0,0.0,Baywatch,actress,producer
Nicholas Hoult,Nicholas Hoult,1989.0,0.0,About a Boy,actor,producer
Karen Gillan,Karen Gillan,1987.0,0.0,Selfie,actress,director
Simon Rex,Simon Rex,1974.0,0.0,Red Rocket,actor,producer
Oscar Isaac,Oscar Isaac,1979.0,0.0,Ex Machina,actor,producer
Chloë Grace Moretz,Chloë Grace Moretz,1997.0,0.0,Kick-Ass,actress,producer
Julia Louis-Dreyfus,Julia Louis-Dreyfus,1961.0,0.0,Seinfeld,actress,producer
Gugu Mbatha-Raw,Gugu Mbatha-Raw,1983.0,0.0,Belle,actress,producer
Jaden Smith,Jaden Smith,1998.0,0.0,The Karate Kid,actor,composer
Miles Teller,Miles Teller,1987.0,0.0,Whiplash,actor,producer
Chadwick Boseman,Chadwick Boseman,1976.0,2020.0,Black Panther,actor,producer
Sophie Nélisse,Sophie Nélisse,2000.0,0.0,The Book Thief,actress,
Katie Chang,,,,,,
Hideaki Anno,Hideaki Anno,1960.0,0.0,Shin Godzilla,writer,art_department
Alice Englert,Alice Englert,1994.0,0.0,Beautiful Creatures,actress,director
Carlos Alazraqui,Carlos Alazraqui,1962.0,0.0,The Fairly OddParents,actor,writer
Bill Hader,Bill Hader,1978.0,0.0,The Skeleton Twins,actor,writer
Macon Blair,Macon Blair,1974.0,0.0,Blue Ruin,actor,writer
