director_name,director_num_movies,director_profit_mean,director_profit_std,director_score_mean,director_score_std
Abby Kohn,low,profitable,low,mid-low,low
Drew Pearce,low,not-profitable,low,mid-low,low
Bill Holderman,low,very-profitable,low,mid-low,low
Boots Riley,low,very-profitable,low,mid-high,low
Steven S. DeKnight,low,not-profitable,low,mid-low,low
Rob Greenberg,low,very-profitable,low,mid-low,low
Joe Penna,low,profitable,low,mid-high,low
Mathew Cullen,low,not-profitable,low,low,low
Sriram Raghavan,low,very-profitable,low,high,low
Kevin Connolly,low,not-profitable,low,low,low
Adam Robitel,low,very-profitable,low,mid-low,mid
David Kerr,low,very-profitable,low,mid-low,low
Bethany Ashton Wolf,low,very-profitable,low,mid-high,low
Sam Levinson,low,not-profitable,low,mid-low,low
Stephen Susco,low,very-profitable,low,mid-low,low
Karey Kirkpatrick,low,profitable,low,mid-high,low
Gregory Plotkin,low,profitable,low,mid-low,low
Diederik Van Rooijen,low,very-profitable,low,low,low
Yarrow Cheney,low,very-profitable,low,mid-low,low
Tim Kirkby,low,not-profitable,low,low,low
Xavier Dolan,low,not-profitable,low,mid-low,low
Director X.,low,not-profitable,low,low,low
Nick Park,low,not-profitable,low,mid-low,low
Andrew Erwin,low,very-profitable,low,mid-high,low
Tatsuya Nagamine,low,very-profitable,low,high,low
Jonathan Baker,low,not-profitable,low,mid-low,low
Stephen Merchant,low,profitable,low,mid-high,low
Jenny Gage,low,very-profitable,low,low,low
Matt Bettinelli-Olpin,low,very-profitable,low,mid-high,low
Michael Engler,low,very-profitable,low,high,low
Olivia Wilde,low,very-profitable,low,mid-high,low
Robin Bissell,low,not-profitable,low,mid-high,low
Josh Cooley,low,very-profitable,low,high,low
Simon Kinberg,low,not-profitable,low,mid-low,low
David Yarovesky,low,very-profitable,low,mid-low,low
Tyler Nilson,low,very-profitable,low,high,low
Gene Stupnitsky,low,very-profitable,low,mid-high,low
Justin Baldoni,low,very-profitable,low,mid-high,low
Hans Petter Moland,low,not-profitable,low,mid-low,low
Gary Dauberman,low,very-profitable,low,mid-low,low
Adrian Grunberg,low,not-profitable,low,mid-low,low
Nisha Ganatra,low,very-profitable,low,mid-high,low
Michael Chaves,low,very-profitable,low,low,low
André Øvredal,low,very-profitable,low,mid-low,low
Thurop Van Orman,low,profitable,low,mid-high,low
Kevin Kölsch,low,very-profitable,low,mid-low,low
Makoto Shinkai,low,very-profitable,low,high,low
Vincent D'Onofrio,low,not-profitable,low,mid-low,low
Lars Klevberg,low,very-profitable,low,mid-low,low
Chris Addison,low,very-profitable,low,low,low
Andrea Berloff,low,not-profitable,low,mid-low,low
Jill Culton,low,profitable,low,mid-high,low
Todd Strauss-Schulson,low,not-profitable,low,mid-low,low
Gail Mancuso,low,very-profitable,low,high,low
Dome Karukoski,low,not-profitable,low,mid-high,low
Dylan Brown,low,not-profitable,low,mid-low,low
Jesse V. Johnson,low,not-profitable,low,mid-low,low
Frant Gwo,low,very-profitable,low,mid-low,low
Roxann Dawson,low,profitable,low,mid-low,low
Zara Hayes,low,not-profitable,low,mid-low,low
Tina Gordon,low,profitable,low,mid-low,low
Nicholas McCarthy,low,profitable,low,mid-low,low
Melanie Martinez,low,not-profitable,low,mid-high,low
Chuck Konzelman,low,profitable,low,mid-low,low
Eddie Mensore,low,not-profitable,low,mid-high,low
Richard Grieco,low,not-profitable,low,mid-low,low
Tony Wash,low,not-profitable,low,low,low
Cathy Yan,low,profitable,low,mid-low,low
Adil El Arbi,low,very-profitable,low,mid-high,low
Jeff Fowler,low,profitable,low,mid-high,low
Chris Sanders,low,not-profitable,low,mid-high,low
Hu Guan,low,very-profitable,low,mid-high,low
