primaryName,birthYear,deathYear,knownForTitle,primaryProfession,secondaryProfession
Bruno Lawrence,1941.0,1995.0,The Quiet Earth,actor,writer
Bryan Bertino,1977.0,0.0,The Strangers,writer,producer
Bryan Brown,1947.0,0.0,Cocktail,actor,producer
Bryan Buckley,1963.0,0.0,Asad,director,producer
Bryan Cranston,1956.0,0.0,Breaking Bad,actor,producer
Bryan Singer,1965.0,0.0,X-Men,producer,director
Bryan Spicer,1964.0,0.0,Mighty Morphin Power Rangers,producer,director
Bryce Dallas Howard,1981.0,0.0,Jurassic World Dominion,actor,director
Bubba Smith,1945.0,2011.0,Police Academy,actor,producer
Bud S. Smith,,,,,
Bud Yorkin,1926.0,2015.0,Blade Runner 2049,producer,director
Buddy Van Horn,1928.0,2021.0,High Plains Drifter,stunts,actor
Burr Steers,1965.0,0.0,Igby Goes Down,director,actor
Burt Lancaster,1913.0,1994.0,From Here to Eternity,actor,producer
Burt Reynolds,1936.0,2018.0,Boogie Nights,actor,director
Byron Howard,1968.0,0.0,Zootopia,director,animation_department
Bérénice Bejo,1976.0,0.0,The Artist,actor,cinematographer
C. Jay Cox,1962.0,0.0,Latter Days,writer,director
C. Thomas Howell,1966.0,0.0,The Outsiders,actor,producer
Cal Brunker,1978.0,0.0,PAW Patrol: The Movie,director,writer
Callie Khouri,1957.0,0.0,Thelma & Louise,producer,writer
Cameron Crowe,1957.0,0.0,Almost Famous,writer,producer
Cameron Diaz,1972.0,0.0,Vanilla Sky,actor,producer
Camilla Belle,1986.0,0.0,Practical Magic,actor,producer
Camille Delamarre,1979.0,0.0,Last Call,director,editor
Campbell Scott,1961.0,0.0,Big Night,actor,producer
Carey Mulligan,1985.0,0.0,Never Let Me Go,actor,producer
Carice van Houten,1976.0,0.0,Game of Thrones,actor,producer
Carl Franklin,1949.0,0.0,One False Move,actor,director
Carl Reiner,1922.0,2020.0,The Dick Van Dyke Show,writer,producer
Carl Rinsch,,,,,
Carl Schenkel,1948.0,2003.0,Out of Order,assistant_director,director
Carl Weathers,1948.0,2024.0,Predator,actor,director
Carlo Carlei,1960.0,0.0,Flight of the Innocent,director,writer
Carlo Cecchi,1939.0,0.0,The Red Violin,actor,director
Carlos Alazraqui,1962.0,0.0,The Fairly OddParents,actor,writer
Carlos Gallardo,,,,,
Carlos Saldanha,1965.0,0.0,Rio,writer,producer
Carmen Electra,1972.0,0.0,Scary Movie 4,actor,producer
Carmen Maura,1945.0,0.0,Women on the Verge of a Nervous Breakdown,actor,soundtrack
Carolyn Farina,,,,,
Carroll Ballard,1937.0,0.0,Fly Away Home,director,camera_department
Carter Smith,1971.0,0.0,The Ruins,director,writer
Cary Elwes,1962.0,0.0,Saw,actor,producer
Cary Joji Fukunaga,1977.0,0.0,Beasts of No Nation,producer,director
Casey Affleck,1975.0,0.0,Manchester by the Sea,actor,director
Casey La Scala,1967.0,0.0,Donnie Darko,producer,writer
Casey Siemaszko,1961.0,0.0,Stand by Me,actor,soundtrack
Casper Van Dien,1968.0,0.0,Starship Troopers,actor,producer
Cassandra Peterson,1951.0,0.0,Elvira: Mistress of the Dark,actor,producer
Catalina Sandino Moreno,1981.0,0.0,Maria Full of Grace,actor,producer
Cate Blanchett,1969.0,0.0,Carol,actor,producer
Catherine Hardwicke,1955.0,0.0,Twilight,director,production_designer
Catherine Hicks,1951.0,0.0,Star Trek IV: The Voyage Home,actor,soundtrack
Catherine Keener,1959.0,0.0,Being John Malkovich,actor,producer
Catherine Mary Stewart,1959.0,0.0,The Last Starfighter,actor,stunts
Catherine McCormack,1972.0,0.0,Braveheart,actor,director
Catherine O'Hara,1954.0,0.0,A Mighty Wind,actor,writer
Catherine Zeta-Jones,1969.0,0.0,Chicago,actor,soundtrack
Cathy Malkasian,,,,,
Cathy Podewell,1964.0,0.0,Night of the Demons,actor,producer
Cathy Yan,,,,,
Catriona MacColl,1954.0,0.0,A Good Year,actor,archive_footage
Cayden Boyd,1994.0,0.0,The Adventures of Sharkboy and Lavagirl 3-D,actor,none
Cedric Nicolas-Troyan,1969.0,0.0,Kate,director,visual_effects
Cedric the Entertainer,,,,,
Chace Crawford,1985.0,0.0,The Covenant,actor,producer
Chad Michael Murray,1981.0,0.0,One Tree Hill,actor,producer
Chad Stahelski,1968.0,0.0,John Wick: Chapter 4,stunts,producer
Chadwick Boseman,1976.0,2020.0,Black Panther,actor,producer
Chaney Kley,1972.0,2007.0,Darkness Falls,actor,writer
Channing Tatum,1980.0,0.0,21 Jump Street,actor,producer
Charles Band,1951.0,0.0,Puppet Master,producer,director
Charles Bronson,1921.0,2003.0,Death Wish,actor,archive_footage
Charles Burnett,1944.0,0.0,Killer of Sheep,director,writer
Charles Crichton,1910.0,1999.0,A Fish Called Wanda,director,editor
Charles E. Sellier Jr.,1943.0,2011.0,Miracles & Other Wonders,producer,writer
Charles Grodin,1935.0,2021.0,Midnight Run,actor,writer
Charles Grosvenor,,,,,
Charles Herman-Wurmfeld,1966.0,0.0,Kissing Jessica Stein,director,actor
Charles Jarrott,1927.0,2011.0,The Secret Life of Algernon,director,actor
Charles Martin Smith,1953.0,0.0,Dolphin Tale,actor,director
Charles Shyer,1941.0,0.0,Private Benjamin,writer,producer
Charles Stone III,1966.0,0.0,Drumline,director,actor
Charles T. Kanganis,1958.0,0.0,Rome & Jewel,director,writer
Charlie Bean,1970.0,0.0,Lady and the Tramp,director,art_department
Charlie Cox,1982.0,0.0,Daredevil,actor,archive_footage
Charlie Hunnam,1980.0,0.0,Sons of Anarchy,actor,producer
Charlie Kaufman,1958.0,0.0,I'm Thinking of Ending Things,writer,producer
Charlie McDowell,1983.0,0.0,The One I Love,director,producer
Charlie Sheen,1965.0,0.0,Two and a Half Men,actor,producer
Charlize Theron,1975.0,0.0,Monster,producer,actor
Cheech Marin,1946.0,0.0,Born in East L.A.,actor,writer
Cher,1946.0,0.0,Moonstruck,music_artist,actor
Chevy Chase,1943.0,0.0,Memoirs of an Invisible Man,actor,writer
Chia-Liang Liu,1936.0,2013.0,Drunken Master II,actor,stunts
Chiara Mastroianni,1972.0,0.0,Persepolis,actor,soundtrack
Chieko Baishô,1941.0,0.0,Howl's Moving Castle,actor,soundtrack
Chiwetel Ejiofor,1977.0,0.0,12 Years a Slave,actor,director
Chloe Bennet,1992.0,0.0,Agents of S.H.I.E.L.D.,actor,producer
Chloë Grace Moretz,1997.0,0.0,Kick-Ass,actor,producer
Chloë Sevigny,1974.0,0.0,We Are Who We Are,actor,director
Choi Min-sik,1962.0,0.0,Oldboy,actor,archive_footage
Chow Yun-Fat,1955.0,0.0,"Crouching Tiger, Hidden Dragon",actor,writer
Chris Addison,1971.0,0.0,The Thick of It,director,actor
Chris Brown,1989.0,0.0,Takers,music_artist,actor
Chris Buck,1958.0,0.0,Frozen,animation_department,director
Chris Butler,1974.0,0.0,ParaNorman,art_department,writer
Chris Carter,1956.0,0.0,The X-Files,writer,producer
Chris Columbus,1958.0,0.0,Harry Potter and the Sorcerer's Stone,producer,writer
Chris Cooper,1951.0,0.0,Adaptation.,actor,director
Chris Elliott,1960.0,0.0,Groundhog Day,actor,writer
Chris Evans,1981.0,0.0,The Avengers,actor,producer
Chris Eyre,1969.0,0.0,Smoke Signals,director,producer
Chris Farley,1964.0,1997.0,Tommy Boy,actor,stunts
Chris Gorak,1969.0,0.0,Minority Report,production_designer,art_director
Chris Hemsworth,1983.0,0.0,Snow White and the Huntsman,actor,producer
Chris Kattan,1970.0,0.0,A Night at the Roxbury,actor,writer
Chris Kentis,1962.0,0.0,Open Water,director,writer
Chris Klein,1979.0,0.0,American Pie,actor,producer
Chris Koch,1984.0,0.0,Miracle,actor,none
Chris Makepeace,1964.0,0.0,Meatballs,actor,assistant_director
Chris Massoglia,1992.0,0.0,Cirque du Freak: The Vampire's Assistant,actor,producer
Chris McKay,1973.0,0.0,Renfield,director,producer
Chris Menges,1940.0,0.0,The Mission,cinematographer,camera_department
Chris Messina,1974.0,0.0,Argo,actor,producer
Chris Miller,1968.0,0.0,Shrek the Third,actor,animation_department
Chris Nahon,1968.0,0.0,Kiss of the Dragon,director,writer
Chris Noonan,1952.0,0.0,Babe,writer,director
Chris O'Donnell,1970.0,0.0,Batman & Robin,actor,producer
Chris Pine,1980.0,0.0,Star Trek,actor,producer
Chris Pratt,1979.0,0.0,Guardians of the Galaxy,actor,producer
Chris Renaud,,,,,
Chris Roberts,1968.0,0.0,The Jacket,producer,director
Chris Robinson,1967.0,0.0,ATL,actor,director
Chris Rock,1965.0,0.0,Top Five,producer,actor
Chris Sanders,1962.0,0.0,Lilo & Stitch,writer,actor
Chris Sarandon,1942.0,0.0,The Nightmare Before Christmas,actor,soundtrack
Chris Sivertson,,,,,
Chris Stafford,1977.0,0.0,Edge of Seventeen,actor,none
Chris Stokes,,,,,
Chris Wedge,1957.0,0.0,Ice Age,actor,producer
Chris Weitz,1969.0,0.0,About a Boy,producer,writer
Christian Alvart,1974.0,0.0,Pandorum,writer,producer
Christian Bale,1974.0,0.0,The Dark Knight,actor,producer
Christian Campbell,1972.0,0.0,Trick,actor,producer
Christian Ditter,1977.0,0.0,How to Be Single,director,writer
Christian Duguay,1956.0,0.0,Human Trafficking,director,assistant_director
Christian E. Christiansen,1972.0,0.0,The Roommate,director,producer
Christian Friedel,1979.0,0.0,The Zone of Interest,actor,soundtrack
Christian Gudegast,1970.0,0.0,Den of Thieves,writer,director
Christian Rivers,,,,,
Christian Slater,1969.0,0.0,True Romance,actor,producer
Christina Hendricks,1975.0,0.0,Ginger & Rosa,actor,producer
Christina Ricci,1980.0,0.0,Speed Racer,actor,producer
Christine Cavanaugh,1963.0,2014.0,Dexter's Laboratory,actor,soundtrack
Christine Ebersole,1953.0,0.0,The Wolf of Wall Street,actor,soundtrack
Christine Jeffs,1963.0,0.0,Sunshine Cleaning,editorial_department,director
Christoph Waltz,1956.0,0.0,Django Unchained,actor,producer
Christophe Gans,1960.0,0.0,Brotherhood of the Wolf,director,writer
Christopher Cain,1943.0,0.0,Young Guns,director,writer
Christopher Coppola,1962.0,0.0,Deadfall,director,producer
Christopher Crowe,1948.0,0.0,The Last of the Mohicans,writer,producer
Christopher Denham,1980.0,0.0,Argo,actor,writer
Christopher Eccleston,1964.0,0.0,Thor: The Dark World,actor,archive_footage
Christopher Erskin,,,,,
Christopher George,1931.0,1983.0,El Dorado,actor,archive_footage
Christopher Gorham,1974.0,0.0,The Lincoln Lawyer,actor,director
Christopher Guest,1948.0,0.0,This Is Spinal Tap,actor,writer
Christopher Lambert,1957.0,0.0,Highlander,actor,producer
Christopher Landon,1975.0,0.0,Freaky,writer,producer
Christopher Leitch,,,,,
Christopher Lloyd,1938.0,0.0,Back to the Future,actor,producer
Christopher McDonald,1955.0,0.0,Thelma & Louise,actor,producer
Christopher McQuarrie,1968.0,0.0,The Usual Suspects,writer,producer
Christopher Miller,1975.0,0.0,The Lego Movie,producer,writer
Christopher Monger,1950.0,0.0,The Englishman Who Went Up a Hill But Came Down a Mountain,director,writer
Christopher Nolan,1970.0,0.0,Tenet,writer,producer
Christopher Plummer,1929.0,2021.0,Beginners,actor,producer
Christopher Reeve,1952.0,2004.0,Superman,actor,producer
Christopher Reid,1964.0,0.0,House Party,music_artist,actor
Christopher Walken,1943.0,0.0,The Deer Hunter,actor,producer
Chuck Konzelman,1960.0,0.0,God's Not Dead,writer,producer
Chuck Norris,1940.0,0.0,"Walker, Texas Ranger",actor,music_department
Chuck Russell,1958.0,0.0,The Scorpion King,director,producer
Chuck Sheetz,1960.0,0.0,The Simpsons,director,animation_department
Chyler Leigh,1982.0,0.0,Not Another Teen Movie,actor,producer
Ciarán Foy,,,,,
Cillian Murphy,1976.0,0.0,28 Days Later,actor,producer
Cindy Williams,1947.0,2023.0,Laverne & Shirley,actor,producer
Claire Bloom,1931.0,0.0,Clash of the Titans,actor,archive_footage
Claire Danes,1979.0,0.0,My So-Called Life,actor,producer
Claire Foy,1984.0,0.0,First Man,actor,producer
Claire McCarthy,,,,,
Clare Kilner,,,,,
Clarence Williams III,1939.0,2021.0,The General's Daughter,actor,archive_footage
Clark Gregg,1962.0,0.0,The Avengers,actor,director
Clark Johnson,1954.0,0.0,S.W.A.T.,actor,director
Clay Kaytis,1973.0,0.0,A Christmas Story Christmas,director,writer
Cliff De Young,1945.0,0.0,The Craft,actor,soundtrack
Cliff Gorman,1936.0,2002.0,All That Jazz,actor,archive_footage
Clint Eastwood,1930.0,0.0,Million Dollar Baby,actor,producer
Clive Barker,1952.0,0.0,Nightbreed,writer,producer
Clive Donner,1926.0,2010.0,The Guest,director,editor
Clive Owen,1964.0,0.0,Children of Men,actor,producer
Clive Smith,1940.0,1985.0,Caddyshack,sound_department,editorial_department
Clu Gulager,1928.0,2022.0,The Return of the Living Dead,actor,director
Cody Cameron,1970.0,0.0,Shrek,actor,miscellaneous
Colin Brady,,,,,
Colin Farrell,1976.0,0.0,The Lobster,actor,producer
Colin Firth,1960.0,0.0,A Single Man,actor,producer
Colin Hanks,1977.0,0.0,King Kong,actor,director
Colin Higgins,1941.0,1988.0,9 to 5,writer,director
Colin O'Donoghue,1981.0,0.0,The Rite,actor,soundtrack
Colin Strause,1976.0,0.0,Skyline,visual_effects,director
Colin Trevorrow,1976.0,0.0,Safety Not Guaranteed,producer,writer
Colin Woodell,1991.0,0.0,The Continental,actor,none
Colm Meaney,1953.0,0.0,Star Trek: Deep Space Nine,actor,producer
Columbus Short,1982.0,0.0,The Losers,actor,producer
Connor Paolo,1990.0,0.0,Alexander,actor,writer
Constance Wu,1982.0,0.0,Crazy Rich Asians,actor,producer
Corbin Allred,1979.0,0.0,Teen Angel,actor,writer
Corey Haim,1971.0,2010.0,The Lost Boys,actor,producer
Corey Yuen,1951.0,0.0,Righting Wrongs,actor,stunts
Corin Hardy,1975.0,0.0,The Hallow,director,producer
Cory Edwards,1968.0,0.0,Hoodwinked!,writer,actor
Cory Finley,,,,,
Costa-Gavras,1933.0,0.0,Z,director,writer
Courtney Hunt,1964.0,0.0,Frozen River,director,writer
Courtney Solomon,1971.0,0.0,After,producer,writer
Craig Bierko,1964.0,0.0,The Thirteenth Floor,actor,writer
Craig Brewer,1971.0,0.0,Hustle & Flow,producer,director
Craig Gillespie,1967.0,0.0,"I, Tonya",producer,director
Craig Mazin,1971.0,0.0,Chernobyl,writer,producer
Craig R. Baxley,1949.0,0.0,Action Jackson,stunts,assistant_director
Craig Sheffer,1960.0,0.0,A River Runs Through It,actor,producer
Craig T. Nelson,1944.0,0.0,Coach,actor,producer
Craig Wasson,1954.0,0.0,A Nightmare on Elm Street 3: Dream Warriors,actor,writer
Craig Zobel,1975.0,0.0,Compliance,director,producer
Crispin Glover,1964.0,0.0,What Is It?,actor,director
Cristina Raines,1952.0,0.0,Nashville,actor,producer
Cuba Gooding Jr.,1968.0,0.0,Jerry Maguire,actor,writer
Curtis Hanson,1945.0,2016.0,L.A. Confidential,director,producer
Cybill Shepherd,1950.0,0.0,Cybill,actor,producer
Cyndi Lauper,1953.0,0.0,Vibes,music_artist,actor
Cynthea Mercado,,,,,
D.B. Sweeney,1961.0,0.0,The Cutting Edge,actor,writer
D.J. Caruso,1965.0,0.0,I Am Number Four,director,producer
DJ Pooh,,,,,
DJ Qualls,1978.0,0.0,The Core,actor,producer
Dabney Coleman,1932.0,0.0,WarGames,actor,miscellaneous
Dacre Montgomery,1994.0,0.0,Stranger Things,actor,director
Daisy Ridley,1992.0,0.0,Star Wars: Episode VII - The Force Awakens,actor,producer
Daisy von Scherler Mayer,1966.0,0.0,Party Girl,director,producer
Dakota Fanning,1994.0,0.0,War of the Worlds,actor,producer
Dakota Johnson,1989.0,0.0,Fifty Shades of Grey,actor,producer
Dale Midkiff,1959.0,0.0,Pet Sematary,actor,producer
Dallas Jenkins,1975.0,0.0,The Chosen,writer,producer
Damian Chapa,1963.0,0.0,"Blood In, Blood Out",actor,director
Damian Harris,1958.0,0.0,Gardens of the Night,director,writer
Damian Nieman,,,,,
Damiano Damiani,1922.0,2013.0,Mafia,writer,director
Damien Chazelle,1985.0,0.0,La La Land,producer,writer
Damián Szifron,1975.0,0.0,Wild Tales,producer,editor
Damon Santostefano,,,,,
Damon Wayans,1960.0,0.0,My Wife and Kids,writer,actor
Dan Aykroyd,1952.0,0.0,Ghostbusters,writer,actor
Dan Bradley,,,,,
Dan Castellaneta,1957.0,0.0,The Simpsons,actor,producer
Dan Fogelman,1976.0,0.0,This Is Us,writer,producer
Dan Fogler,1976.0,0.0,Fantastic Beasts and Where to Find Them,actor,director
Dan Gilroy,1959.0,0.0,Nightcrawler,writer,director
Dan Ireland,1949.0,2016.0,The Whole Wide World,producer,director
Dan Kwan,,,,,
Dan Mazer,1971.0,0.0,I Give It a Year,writer,producer
Dan Monahan,1955.0,0.0,Porky's,actor,none
Dan O'Bannon,1946.0,2009.0,Alien,writer,miscellaneous
Dan Rush,,,,,
Dan Scanlon,1976.0,0.0,Onward,miscellaneous,producer
Dan Stevens,1982.0,0.0,Downton Abbey,actor,producer
Dan Trachtenberg,1981.0,0.0,Prey,music_department,director
Dana Carvey,1955.0,0.0,Wayne's World,actor,writer
Dana Delany,1956.0,0.0,China Beach,actor,producer
Dana Kimmell,1959.0,0.0,Friday the 13th: Part 3,actor,miscellaneous
Dane Cook,1972.0,0.0,Good Luck Chuck,actor,writer
Dane DeHaan,1986.0,0.0,Chronicle,actor,archive_footage
Daniel Attias,,,,,
Daniel Barber,1965.0,0.0,Harry Brown,director,none
Daniel Barnz,1970.0,0.0,Cake,writer,producer
Daniel Brühl,1978.0,0.0,Rush,actor,producer
Daniel Craig,1968.0,0.0,Casino Royale,actor,producer
Daniel Day-Lewis,1957.0,0.0,There Will Be Blood,actor,music_department
Daniel Espinosa,1977.0,0.0,Morbius,director,producer
Daniel Hansen,,,,,
Daniel Jenkins,,,,,
Daniel Kaluuya,1989.0,0.0,Get Out,actor,producer
Daniel Lee,1960.0,0.0,Dragon Blade,director,producer
Daniel London,1973.0,0.0,Minority Report,actor,producer
Daniel Myrick,1963.0,0.0,The Blair Witch Project,writer,director
Daniel Petrie,1920.0,2004.0,The Bay Boy,director,producer
Daniel Petrie Jr.,1952.0,0.0,Beverly Hills Cop,writer,producer
Daniel Radcliffe,1989.0,0.0,Harry Potter and the Order of the Phoenix,actor,producer
Daniel Sackheim,,,,,
Daniel Schechter,,,,,
Daniel Stamm,1976.0,0.0,13 Sins,director,writer
Daniel Stern,1957.0,0.0,City Slickers,actor,director
Daniel Valdez,1949.0,0.0,La Bamba,actor,composer
Daniel Waters,1962.0,0.0,Heathers,writer,producer
Daniella Alonso,1978.0,0.0,Paul Blart: Mall Cop 2,actor,producer
Danielle Harris,1977.0,0.0,Don't Tell Mom the Babysitter's Dead,actor,producer
Danielle Panabaker,1987.0,0.0,The Flash,actor,director
Danny Aiello,1933.0,2019.0,Do the Right Thing,actor,producer
Danny Boyle,1956.0,0.0,127 Hours,director,producer
Danny Cannon,1968.0,0.0,CSI: Crime Scene Investigation,producer,director
Danny DeVito,1944.0,0.0,Matilda,actor,producer
Danny Elfman,1953.0,0.0,The Nightmare Before Christmas,music_department,composer
Danny Glover,1946.0,0.0,Lethal Weapon,actor,producer
Danny Leiner,1961.0,2018.0,"Dude, Where's My Car?",director,producer
Danny McBride,1976.0,0.0,Pineapple Express,writer,actor
Danny Pang,1965.0,0.0,The Eye,director,writer
Danny Steinmann,1942.0,2012.0,Friday the 13th: A New Beginning,director,writer
Danny Trejo,1944.0,0.0,Machete,actor,producer
Darci Kistler,,,,,
Dario Argento,1940.0,0.0,Deep Red,writer,director
Darnell Martin,1964.0,0.0,I Like It Like That,director,writer
Darren Aronofsky,1969.0,0.0,Pi,producer,director
Darren Grant,,,,,
Darren Lynn Bousman,1979.0,0.0,Repo! The Genetic Opera,director,producer
Darren Stein,1971.0,0.0,Jawbreaker,director,writer
Daryl Duke,1929.0,2006.0,The Silent Partner,director,producer
Daryl Hannah,1960.0,0.0,Wall Street,actor,producer
Daryl Sabara,1992.0,0.0,Spy Kids 3: Game Over,actor,miscellaneous
Darío Grandinetti,1959.0,0.0,Talk to Her,actor,archive_footage
Dave Bautista,1969.0,0.0,Guardians of the Galaxy,actor,producer
Dave Chappelle,1973.0,0.0,Chappelle's Show,writer,producer
Dave Filoni,1974.0,0.0,The Mandalorian,producer,writer
Dave Goelz,1946.0,0.0,Fraggle Rock,actor,miscellaneous
Dave Green,1942.0,0.0,Blue Ice,music_department,actor
Dave McKean,1963.0,0.0,Mirrormask,visual_effects,director
Dave Meyers,,,,,
Daveigh Chase,1990.0,0.0,Lilo & Stitch,actor,soundtrack
David Alan Basche,1968.0,0.0,Egg,actor,producer
David Andrews,1952.0,0.0,Terminator 3: Rise of the Machines,actor,archive_footage
David Anspaugh,1946.0,0.0,Hoosiers,producer,director
David Arquette,1971.0,0.0,Scream 3,producer,actor
David Atkins,1955.0,0.0,Mad Max Beyond Thunderdome,miscellaneous,actor
David Ayer,1968.0,0.0,End of Watch,producer,writer
David Bowers,,,,,
David Bowie,1947.0,2016.0,Labyrinth,music_artist,actor
David Carradine,1936.0,2009.0,Kill Bill: Vol. 2,actor,producer
David Carson,,,,,
David Caruso,1956.0,0.0,First Blood,actor,producer
David Chase,1945.0,0.0,The Sopranos,producer,writer
David Cronenberg,1943.0,0.0,The Fly,actor,director
David Dobkin,1969.0,0.0,The Judge,producer,director
David Duchovny,1960.0,0.0,The X-Files,actor,producer
David F. Sandberg,1981.0,0.0,Shazam!,director,writer
David Fincher,1962.0,0.0,Se7en,producer,director
David Frankel,1959.0,0.0,The Devil Wears Prada,director,producer
David Gelb,1983.0,0.0,Street Food: Asia,producer,writer
David Gordon Green,1975.0,0.0,Halloween Kills,producer,director
David Green,1948.0,0.0,Buster,director,producer
David Greenwalt,1949.0,0.0,Profit,producer,writer
David Hackl,,,,,
David Harbour,1975.0,0.0,Hellboy,actor,producer
David Hogan,1948.0,0.0,Barb Wire,director,writer
David Hyde Pierce,1959.0,0.0,Frasier,actor,writer
David Jacobson,,,,,
David Keith,1954.0,0.0,An Officer and a Gentleman,actor,music_department
David Kellogg,1952.0,0.0,Inspector Gadget,director,producer
David Kerr,1967.0,0.0,Man vs. Bee,director,producer
David Koechner,1962.0,0.0,Anchorman: The Legend of Ron Burgundy,actor,writer
David Koepp,1963.0,0.0,Jurassic Park,writer,miscellaneous
David L. Cunningham,1971.0,0.0,To End All Wars,director,producer
David L. Hunt,,,,,
David Lean,1908.0,1991.0,Lawrence of Arabia,editor,director
David Leitch,1975.0,0.0,Bullet Train,director,producer
David Lowery,1980.0,0.0,A Ghost Story,producer,editor
David Lynch,1946.0,0.0,Twin Peaks,writer,director
